CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
55.768.096/0001-24;2026-01-01;1;2026-01-30;184;175;1;0;0;7;0;0;0;0;0;0;0;1;0;0;142576945.71;142315559.97;141957;1002.52583507682;0.000167049899568336;1.67042872929786E-05;-0.007553;-0.007553;0;0
55.793.516/0001-22;2026-01-01;1;2026-01-30;3849;3748;95;0;0;0;3;0;0;0;0;0;1;1;0;1;54163692.43;47009190.44;524081;89.69832991;0.000493;0;-0.00226098;-0.00226098;0;0
55.944.877/0001-22;2026-01-01;1;2026-01-30;3;;3;;;;;;;;;;;;;;85617364.41;39049685.89;75650;516.188841903503;0.0002;0;-0.008899;-0.008899;0;0
55.948.693/0001-30;2026-01-01;1;2026-01-30;101;99;0;0;0;1;0;0;0;0;0;0;1;0;0;0;51119494.47;51081975.49;48162.70254363;1060.61273126701;0.000500532913121289;0;0.000273;0.000273;0;0
55.969.466/0001-91;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;97231510.42;90584622.14;25363.32214106;3571.48096121663;0.000197;0;0.012237;0.012237;0;
55.985.251/0001-64;2026-01-01;2;2026-01-30;1;0;0;;;;;;;;;;;1;;;66235.15;30604.19;6000;5.100698;0.463745;0;-0.99874259;-0.99874259;0;0
55.985.307/0001-80;2026-01-01;1;2026-01-30;1;0;0;;;;;;;;;;1;;;;128536690.12;125497931.47;12500000;10.039835;0.00087;0;0.0126058;0.00163157;0.01097423;0
55.987.139/0001-62;2026-01-01;1;2026-01-30;1;;;1;;;;;;;;;;;;;99206580.32;99150887.39;990327.1417;100.119327457589;0.0002;0;0.001977;0.001977;0;0
56.008.757/0001-86;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13920890.03;13863044.18;14403.60203574;962.470647661696;0.00079;0;0;0;0;0
56.012.069/0001-90;2026-01-01;1;2026-01-31;2;;;;;;;;;;;;2;;;;163151980.82;163112936.45;1519282.4796;107.361822860581;0.000104;0;-0.022735;-0.022735;0;0
56.028.598/0001-81;2026-01-01;1;2026-01-30;116;45;0;0;0;0;0;0;0;0;0;0;25;46;0;0;44007175.45;18385010.75;467.94976398;39288.4282997219;0.000598313492963282;0;-0.020277;-0.020277;0;0
56.053.824/0001-84;2026-01-01;1;2026-01-30;6811;6811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245827761.99;245525818.65;2423669;101.303362;0.000914;0;0;0;0;0
56.061.587/0001-01;2026-01-01;1;2026-01-30;1995;1936;55;1;0;0;2;0;0;0;0;0;0;0;0;1;44414592.99;44376498.57;396111;112.0304626;0.000285;0;0.01139026;0.01139026;0;0
56.073.063/0001-22;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;2930270.7;2641140.27;2941.34348922;897.936701265853;0.006815;0;-0.007142;-0.007142;0;0
56.073.063/0001-22;2026-02-01;1;2026-02-27;1;;;;;;;;;;;;;1;;;2930172.7;2622042.27;2941.34348922;891.443749976759;0.111712;0.005804;-0.103726;-0.103726;0;0
56.174.611/0001-00;2026-01-01;1;2026-01-30;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317287103.11;228770676.19;110038.34264221;2079.0087409245;0.000358789034359588;7.74893893537169E-06;-0.000262;-0.000262;0;0
56.191.016/0001-83;2026-01-01;1;2026-01-30;4;;;;;;;;;;;;;;;;45395926.73;11258469.88;100000;112.5846988;0.001244;0;-0.052082;-0.052082;0;0
56.212.023/0001-14;2026-01-01;1;2026-01-30;132;112;11;0;0;0;1;0;0;0;0;0;3;5;0;0;163446403.21;160869091.08;161229;997.767716;0.000537;0;0.025364;0.012991;0.012373;0
56.303.820/0001-07;2026-01-01;1;2026-01-30;1;0;0;;;;;;;;;;;1;;;232446936.89;14239753.33;1000;14239.75333;0.000628;0;0.01896956;0.01896956;0;0
56.304.155/0001-76;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;;;;;35629731.15;34879679.42;292000;119.45095692;0.000229;0;0.24605772;0.22498553;0.02107219;0
56.414.379/0001-30;2026-01-01;1;2026-01-31;3;;;;;;;;;;;;;;;;58071038.91;32589969.54;29000;1123.79205310345;0.000368211451847831;;0.022258;0.022258;;
56.430.935/0001-62;2026-01-01;1;2026-01-31;880;;;;;;;;;;;;;;;;78877980.15;77832869.49;8400517;9.26524754250244;0.000903605898906709;;-0.044035;-0.054243;0.010208;
56.524.816/0001-79;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;77701729.18;77473103.22;825286.92817088;93.8741431319009;0.0004;0;-0.007279;-0.007279;0;0
56.524.816/0001-79;2026-02-01;1;2026-02-27;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;78310968.8;78081521.96;825286.92817088;94.6113639931939;0.0004;0;0.007853;0.007853;0;0
56.805.391/0001-76;2026-01-01;1;2026-01-30;4830;4797;5;0;0;0;4;3;1;0;0;0;5;14;0;1;757727614.51;484804819.37;4528240;107.062527;0.000606;0;0.018515;0.009141;0.009374;0
56.883.420/0001-18;2026-01-01;1;2026-01-30;4;3;1;;;;;;;;;;;;;;1101851.76;1078641.83;1002.83906486;1075.58816543568;0.003821;0.000955;-0.005623;-0.005623;0;0
56.883.420/0001-18;2026-02-01;1;2026-06-27;4;3;1;;;;;;;;;;;;;;1101947.94;1078711.25;1033.34952145;1043.89775928511;0.003821;0.000955;0.001183;6.4E-05;0.001119;0
56.978.773/0001-00;2026-01-01;1;2026-01-30;121;106;;;;;;;;;;;;;;15;49759846.87;38568046.46;340000;113.435430764706;0.000340730247087552;5.45168913904072E-05;0.011679;-0.00235;0.014029;0
56.990.470/0001-02;2026-01-01;1;2026-01-30;3905;3905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119088089.57;118943607.6;1242717;95.712546;0.001004;0;0;0;0;0
56.992.328/0001-96;2026-01-01;1;2026-01-30;5;;;3;1;;;;;;;;1;;;;3740065995.95;3477763606.28;3490947;996.2235480172;5E-05;0;0.003432;0.001924;0.001508;0.006793
57.077.139/0001-50;2026-01-01;1;2026-01-31;37;36;;;;;;;;;;;;;1;;83240771.56;81236728.68;6369404.661;12.7542106372067;0.000431;0;0.001144;0.001144;0;0
57.136.514/0001-96;2026-01-01;1;2026-01-30;23;22;1;;;;;;;;;;;1;;;8237917.64;8182754.77;76723;106.653217027488;0.0014;0;0.011122;0.011122;0;0
57.136.514/0001-96;2026-02-01;1;2026-02-28;24;22;1;;;;;;;;;;;1;;;8321036.14;8262744.69;76723;107.695797739922;0;0;0;0;0;0
57.170.846/0001-97;2026-01-01;1;2026-01-30;2861;2861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80444869.7;80321983.41;8105120;9.91003;0.001212;0;0.012986;0.001461;0.011525;0
57.216.258/0001-47;2026-01-01;1;2026-01-30;374;;;;;;;;;;;;;;;;471778176.76;230003135.56;1932933;118.991778587256;0.000109;0;-0.001635;-0.001635;0;0
57.231.494/0001-32;2026-01-01;1;2026-12-31;1;;;;;;;;;;;;;;;;147606291.48;103661690.5;976000;106.210748463115;0.000144701479665721;;0.006077;-0.007329;0.013406;
57.244.407/0001-81;2026-01-01;1;2026-01-30;102;100;2;0;0;0;0;0;0;0;0;0;0;0;0;0;442907716.44;442354886.33;25316953.6112896;17.472674363662;1E-05;0;1E-06;1E-06;0;0
57.285.563/0001-90;2026-01-01;1;2026-01-30;163;159;;;;;;;;;;;;;;4;147928789.54;44963032.07;450000;99.9178490444445;0.000374104219079636;4.67630829861871E-05;0.039112;0.039112;0;0
57.300.503/0001-08;2026-01-01;1;2026-01-30;1;0;0;;;;;;;;;;;;;;879216680.37;488328735.02;43500000;11.225948;1.8E-05;0;0.00661368;0.00661368;0;0
57.306.908/0001-45;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;7861.54;-136138.46;110566.16969902;-1.23128494340169;-1.05774664999149;0;-0.152363;-0.152363;0;0
57.350.504/0001-59;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;1;;;;40644678.9;40616527.77;40434077;1.00451230208618;0.0009;0;0;0;0;0
57.376.810/0001-64;2026-01-01;1;2026-01-30;589;;;;;;;;;;;;;;;;307194824.74;269345634.98;1462996.5082;207.196741;0.000546;0;0.00552631;0.00017287;0.00535344;0
57.378.678/0001-20;2026-01-01;1;2026-01-30;198;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6681373.3;6590892.56;831160;7.929752;0.009825;0;0;0;0;0
57.457.407/0001-60;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;1428981378.75;483511145.24;297360.9512;1626.00752818684;0.000127911487891972;;0.004801;0.004801;;
57.466.934/0001-30;2026-01-01;1;2026-01-30;228;;;;;;;;;;;;;;;;1818430638.06;1707269495.82;124642860;13.6972907699647;9.6E-05;0;-0.000659;-0.004208;0.003549;0
57.469.492/0001-86;2026-01-01;1;2026-01-30;3433;3433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126862788.09;126655442.21;12085604;10.47986;0.000947;0;0;0;0;0
57.495.006/0001-02;2026-01-01;1;2026-01-31;9;;;;;;;;;;;;;;;;15902152.04;15851961.15;170740;92.8426915192691;0.002528;0;-0.002022;-0.002022;0;0
57.519.008/0001-86;2026-01-01;2;2026-01-30;223;113;4;0;0;0;9;0;0;0;0;0;0;48;48;1;41482699.92;41312696.37;36179;1141.897133;2E-06;0;0;0;0;0
57.545.219/0001-93;2026-01-01;1;2026-01-31;0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
57.567.076/0001-10;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1219778446.37;1001108405.24;6424390;155.829332;5.5E-05;0;0.727823;0.507368;0.220455;0
57.583.846/0001-19;2026-01-01;1;2026-01-30;469;313;0;0;0;0;0;0;0;0;0;0;0;0;156;0;69969339.48;69580874.58;7086568;9.818698;0.000834;0;0.009862;-0.000834;0.010696;0
57.593.613/0001-05;2026-01-01;2;2026-01-30;9254;9252;0;1;0;0;0;0;0;0;0;0;0;1;0;0;441611650.42;346491495.49;3396703;102.008181;0.000854;0;0.019998;0.005079;0.014919;0
57.640.413/0001-58;2026-01-01;1;2026-01-30;1;1;;;;;;;;;;;;;;;28773839.26;25514269.3;700000;36.4489561428571;0.0003;0;0.01344;0.01344;0;0
57.682.963/0001-30;2026-01-01;1;2026-01-30;113;102;3;0;0;0;0;1;0;0;0;0;1;6;0;0;157018156.91;156741659.13;1602566;97.806679;0.001516;0;-0.005158;-0.004902;-0.000256;0
57.683.576/0001-18;2026-01-01;1;2026-01-30;843;;;;;;;;;;;;;;;;93074049.4;91218536.79;8742;10434.5157618394;0.00095;5.6E-05;0.012184;0.012184;0;0
57.811.221/0001-67;2026-01-01;1;2026-01-30;304;291;11;0;0;0;0;0;0;0;0;0;1;1;0;0;188871375.96;188370050.91;1834908.39664467;102.659103448682;9E-05;0;0;0;0;0
57.882.804/0001-89;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;103019318.59;102920751.28;104100;988.671962;0.000788;0;4E-05;8E-06;3.2E-05;0
57.904.514/0001-99;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;1;;;;973824.25;950475.89;660307.5834;1.43944415283842;0.0105;0;-0.275387;-0.275387;0;0
57.909.000/0001-26;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;48706545.73;10223570.66;101500;100.724834;0;0;0;0;0;0
57.927.297/0001-52;2026-01-01;1;2026-01-30;42;36;0;0;0;0;0;0;0;0;0;0;0;6;0;0;77322935.99;61957353.27;627261;98.774439;0.001468;0;0;0;0;0
57.965.466/0001-49;2026-01-01;1;2026-01-30;131;;;;;;;;;;;;;;;;116177268;115938331.99;111500.00122399;1039.80565665729;5E-05;5.6E-05;0.002743;-0.002342;0.005085;0
57.976.696/0001-03;2026-01-01;1;2026-01-31;4;;;;;;;;;;;;;;;;21649118.06;20932518.73;21171.5;988.712123845736;0.00163423572868815;;0.003807;0.003807;;
57.977.051/0001-95;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;78770024.44;64408541.75;685871.89289701;93.9075393189666;0.00022512541979729;5.43406185717595E-05;-0.003895;-0.003895;0;0
57.979.459/0001-04;2026-01-01;1;2026-01-30;13435;;;;;;;;;;;;;;;;844721471.75;844690597.39;80000000;10.558632467375;1.2E-05;0;0.001471;0.001471;0;0
57.986.419/0001-81;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;24055414.43;23945858.63;25026.16710871;956.832843238947;0.000626;0.000313;-0.001044;-0.001044;0;0
58.019.792/0001-26;2026-01-01;1;2026-01-30;80;67;10;;;;;;;;;;;3;;;74952388.52;21901308.77;1493;14669.329383791;0.0005;0;-0.008065;-0.008065;0;0
58.022.479/0001-47;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;58997142.98;58927325.03;10850000;5.43109;0.000294;0;0;0;0;0
58.054.129/0001-62;2026-01-01;1;2026-01-30;3;;;;;;;;;;;;;3;;;210353602.22;38059078.7;3672;10364.6728485839;0.000158;0;0.024396;0.024396;0;0
58.099.321/0001-75;2026-01-01;1;2026-01-30;138;;;;;;;;;;;;;;;;33573757.8;31970699.92;31995092;0.999237630571589;0.001645;6.3E-05;0.014106;0.014106;0;0
58.160.171/0001-68;2026-01-01;1;2026-01-30;1;;1;;;;;;;;;;;;;;292240400.76;2467239.8;100;24672.398;0.0048;0;0.318694;0.318694;0;0
58.197.921/0001-76;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;37544921.06;37525053.7;38495.8022776;974.783001777707;7.99465877912921E-05;2.66488625970974E-05;-0.025436;-0.025436;0;0
58.198.613/0001-65;2026-01-01;1;2026-01-30;4652;;;;;;;;;;;;;;;;192036586;191862548.31;1938966;98.9509606202481;0.000833;0;0.012284;-0.001341;0.013625;0
58.239.657/0001-96;2026-01-01;1;2026-01-30;100;96;1;2;0;0;0;0;0;0;0;0;0;1;0;0;624602.33;593569.83;145356;4.083559;0.033694;0;0;0;0;0
58.250.751/0001-46;2026-01-01;1;2025-12-31;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24751269.37;24686685.56;249723.0242;98.85626543;0.000608;0;5.103E-05;-0.01150796;0.01155899;0
58.263.012/0001-99;2026-01-01;1;2026-01-30;1;1;;;;;;;;;;;;;;;406186244.69;2613485.83;100;26134.8583;0.0031;0;0.217141;0.217141;0;0
58.268.583/0001-16;2026-01-01;1;2026-01-30;1;;;1;;;;;;;;;;;;;326226396.74;326164140.86;1237679.80193845;263.528693244539;0.0002;0;0.003571;0.003571;0;0
58.290.688/0001-71;2026-01-01;1;2026-01-30;2854;0;0;0;0;0;0;0;0;0;0;0;0;0;2854;0;126469532.72;126319430.69;1273090;99.222703;0.000789;0;0;0;0;0
58.316.418/0001-92;2026-01-01;1;2026-01-30;9158;9158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369559757.93;361786180.89;353525;1023.368025;0.000846;0;0.006629;0.003304;0.003325;0
58.350.082/0001-84;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;99722674.94;66587494.72;68847;967.180774;0.000505;0;0.025634;0.021811;0.003823;0
58.366.499/0001-35;2026-01-01;1;2026-01-31;5470;;;;;;;;;;;;;;;;24663734.75;24343240.41;2536202;9.59830502854268;0.000902300582422749;;0.645399;0.625952;0.019447;
58.372.239/0001-72;2026-01-01;1;2026-01-31;6;;;;;;;;;;;;;;;;17902333.31;17854446.94;18355.60896;972.697063818906;0.002629;0;-0.003965;-0.003965;0;0
58.378.463/0001-71;2026-01-01;1;2026-01-30;2445;2362;64;0;0;1;16;0;0;0;0;0;0;0;0;2;153919755.6;153821916.1;1505000;102.20725322;0.000152;0;0.01640857;0.00743886;0.00896971;0
58.410.974/0001-23;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;5575763.09;5555165.43;80000;69.439567875;0;;-0.003444;-0.003444;;
58.478.226/0001-82;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;;;;;55397179.09;54565198.75;466994.0532;116.843455;9.6E-05;0;0.01564328;0.01564328;0;0
58.478.291/0001-08;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;40913788.14;20546845.08;2100000;9.78421194285714;0.0017;0;-0.00182;-0.00182;0;0
58.478.291/0001-08;2026-02-01;1;2026-02-27;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;39728278.05;20521572.82;2100000;9.77217753333333;0.0016;0;-0.001716;-0.001716;0;0
58.495.684/0001-20;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20957931.87;12130165.82;13742.13916887;882.698513742199;0.021352;0;-0.002059;-0.002059;0;
58.496.557/0001-45;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;54196509.19;35959150.74;36930.56106264;973.696302068297;0.000659358334974501;6.41042825669653E-05;0.001128;0.001128;0;0
58.501.860/0001-99;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;226202185.25;223921623.38;19973705.226;11.21082047;9E-06;0;0.027423;0.01744;0.009983;0
58.523.596/0001-94;2026-01-01;1;2026-01-30;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4233255.88;3689639.05;4048.05064607;911.460693700075;0.013613057895189;0;-0.002702;-0.002702;0;0
58.523.711/0001-20;2026-01-01;1;2026-01-30;1762;1726;35;0;0;0;1;0;0;0;0;0;0;0;0;0;25122058.03;25100255.39;254927;98.46056083;0.000319;0;-0.00029953;-0.00029953;0;0
58.544.087/0001-48;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;1;;;24233817.44;7194009.98;9141470.1757;0.786964223667571;0.00784;0;0.002449;0.002449;0;0
58.548.730/0001-01;2026-01-01;1;2026-01-30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;100793339.31;91217407.43;64269.2704;1419.30049666;0.000165;0;0.01567004;0.01567004;0;0
58.561.054/0001-06;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;11912323.6;11903194.38;219564;54.212869049571;0.000528;0;0.015556;0.015556;0;0
58.561.237/0001-21;2026-01-01;1;2026-01-31;129;;;;;;;;;;;;;;;;25898660.98;24791315.94;192892;128.524334549904;0.000424;0;0.003678;-0.002424;0.006102;0
58.561.306/0001-05;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;4284552.62;4275423.4;45977;92.9904821976206;0.001471;0;0.00518;0.00518;0;0
58.561.581/0001-10;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;5496527.22;5190428.86;48351;107.34894541995;0.001212;0;-0.013101;-0.013101;0;0
58.564.382/0001-66;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;7983642.95;7972668.98;69802;114.218345892668;0.000789;0;-0.010666;-0.010666;0;0
58.564.425/0001-03;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;8138712.18;8122318.26;67569;120.207761843449;0.000774;0;-0.010901;-0.010901;0;0
58.568.605/0001-63;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2348553.75;2320528.65;279776.987;8.29420845;0.005387;0;-0.00888948;-0.00888948;0;0
58.580.017/0001-45;2026-01-01;1;2026-02-13;33;31;0;0;0;0;0;0;0;0;0;0;0;2;0;0;77032343.41;76960461.18;127311.80566068;604.503728311891;0.000303185813107676;0;-0.000262;-0.000262;0;0
58.580.017/0001-45;2026-02-01;1;2026-02-28;33;31;;;;;;;;;;;;2;;;77035539.96;76906055.03;127311.80566068;604.076382633164;0.0006;0;9.1E-05;9.1E-05;0;0
58.643.797/0001-25;2026-01-01;1;2026-01-30;2540;;;;;;;;;;;;;;;;124767853.02;124262160.78;12682745;9.79773391170445;0.000737;5.2E-05;0.014048;0.001778;0.01227;0
58.863.998/0001-38;2026-01-01;1;2026-01-30;11159;;;;;;;;;;;;;;;;1318030404.32;522686807.97;44375000;11.7788576443944;0.001009;3.6E-05;0.010652;-0.002056;0.012708;0
58.927.139/0001-65;2026-01-01;1;2026-01-30;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292.18;-370396.89;10;-37039.689;-0.801106267387936;-0.0269980668574188;-0.088132;-0.088132;0;0
59.030.677/0001-15;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;2;;;;40827715.92;40812715.92;32083475;1.27207903507959;0.0004;0;0.00901;-0.000783;0.009793;0
59.090.726/0001-05;2026-01-01;1;2026-01-30;127;107;0;0;0;0;0;0;0;0;0;0;4;16;0;0;582036849;444077970.49;43700000;10.161967;0.000208;0;0.00917;0.001306;0.007864;0
59.137.499/0001-26;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;;;;;1403937.8;1344633.92;1600;840.3962;0.033838;0;-0.00261906;-0.00261906;0;0
59.137.587/0001-28;2026-01-01;1;2026-01-30;3;;;;;;;;;;;;2;1;;;140218354.71;140200617.65;1425000;98.386398;0.000119;0;0.00344039;0.00344039;0;0
59.139.645/0001-52;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;60873724.29;60845354.74;51501.56505447;1181.4272959598;0.0001;0;-0.000654;-0.000654;0;0
59.158.574/0001-35;2026-01-01;1;2026-01-30;115;;;;;;;;;;;;;;;;424374957.16;423687111.59;4268696;99.2544588769029;0.001241;0;0.016204;0.007482;0.008722;0
59.196.234/0001-07;2026-01-01;1;2026-01-30;7639;;;;;;;;;;;;;;;;318288667.16;318211155.05;3049473;104.349556480743;3.1E-05;0;0.008954;0.001394;0.00756;0
59.202.651/0001-07;2026-01-01;1;2026-01-30;123;122;0;0;0;0;0;0;0;0;0;0;0;1;0;0;21416157.65;21104117.53;200490;105.262694049579;0.000767622715186803;8.52914127985336E-05;0.009712;0.009712;0;0
59.255.025/0001-89;2026-01-01;1;2026-01-30;25;23;1;;;;;;;;;;1;;;;21723533.19;13993619.56;74712;187.300829317914;0.0007;0;-0.014259;-0.014259;0;0
59.269.477/0001-10;2026-01-01;1;2026-01-30;2;;2;;;;;;;;;;;;;;12787638.57;12765138.57;12893.24614936;990.06397784732;0.0006;0;-0.002266;-0.002266;0;0
59.337.307/0001-25;2026-01-01;1;2026-01-30;501;500;0;0;0;0;0;0;0;0;0;0;0;0;0;1;58023335.65;55986519.26;577656;96.920173;0.001301;0;0;0;0;0
59.604.698/0001-05;2026-01-01;1;2026-01-30;5952;;;;;;;;;;;;;;;;184376932.79;181695165.85;1814210;100.151121342072;0.001006;0;0.013008;2.7E-05;0.012981;0
59.658.166/0001-42;2026-01-01;1;2026-01-30;9942;9262;0;0;0;0;0;0;0;0;0;0;1;0;678;1;1069301609.01;997556213.01;79185608;12.597696;0.00072;0;-0.072305;-0.038859;-0.033446;0
59.663.265/0001-12;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;1;17902622.3;17880256.32;17588;1016.61680236525;0.0004;0;0.014074;0.012969;0.001105;0
59.669.570/0001-11;2026-01-01;1;2026-01-30;832;806;21;1;0;0;3;0;0;0;0;0;0;0;0;1;36588796.78;36528580.97;360110;101.43728575;0.000356;0;0.01246938;0.00356527;0.00890411;0
59.678.443/0001-89;2026-01-01;1;2026-01-30;111;;;;;;;;;;;;;;;;2982283964.24;2817912444.17;26401271;106.733969139971;5.8E-05;2.5E-05;0.045417;0.020474;0.024943;0
59.678.586/0001-90;2026-01-01;1;2026-01-31;3;;2;;;;;;;;;;;1;;;85277531.89;85153911.85;86475;984.722889274357;0.00041;0;-0.001422;-0.001422;0;0
59.680.687/0001-04;2026-01-01;1;2026-01-30;24;;;;;;;;;;;;;;;;133174086.26;129827464.48;1359951.9927;95.4647407973903;0.000116;0;-0.002775;-0.002775;0;0
59.693.395/0001-06;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;21611166.45;12932499.78;12302.84266828;1051.17980687044;0.000851;0;0.005247;0.005247;0;
59.718.930/0001-28;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2906945.47;2795050.77;439533;6.359137;0.031024;0;0;0;0;0
59.890.241/0001-04;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;;2;;;4900430.88;4890171.48;107992.76068164;45.2824008677406;0.001534;0;-0.001644;-0.001644;0;0
59.891.323/0001-65;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;1704903.12;1611006.63;53996.3804082;29.8354559661438;0.004655;0;-0.005272;-0.005272;0;0
59.891.409/0001-98;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;1722660.74;1628707.42;161989.14102246;10.0544234614725;0.004605;0;-0.005219;-0.005219;0;0
59.987.139/0001-13;2026-01-01;1;2026-01-30;1329;;;;;;;;;;;;;;;;560876935.45;548889686.49;425171;1290.9857127838;0.001267;0;0.021219;0.000797;0.020422;0
60.027.987/0001-60;2026-01-01;1;2026-01-30;8074;8073;0;0;0;0;0;0;0;0;0;0;0;0;0;1;593215728.23;588229217.63;58377030;10.076381;0.000931;0;0;0;0;0
60.077.386/0001-61;2026-01-01;1;2026-01-30;647;;;;;;;;;;;;;;;;51003690.92;50940655;5000000;10.188131;0.000939;0;0.00781503;-0.0053646;0.01317963;0
60.079.651/0001-40;2026-01-01;1;2026-01-30;4116;;;;;;;;;;;;;;;;167103874.54;166981872.14;1660390;100.567861851734;0.000415;0;0.005879;-0.005982;0.011861;0
60.117.144/0001-54;2026-01-01;1;2026-01-31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1364386.84;1359386.84;20000;67.969342;0.00366;1.8E-05;-0.146063;-0.146063;0;0
60.127.177/0001-85;2026-01-01;1;2026-01-30;456;455;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56388256.39;56276998.59;5762063;9.766814;0.001188;0;0;0;0;0
60.176.399/0001-98;2026-01-01;1;2026-01-30;3448;;;;;;;;;;;;;;;;400454535.22;396051179.11;405905;975.723824811224;8.4E-05;0;0.008412;-0.001837;0.010249;0
60.220.343/0001-93;2026-01-01;2;2026-01-30;4;;;;;;;;;;;;;;;;77410094.22;77310982.78;487293.6737;158.65377894;0.001118;0;-0.000479;-0.000479;0;0
