CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
15.799.397/0001-09;2026-01-01;1;2026-01-30;3776;3767;6;0;0;0;0;0;0;0;0;0;2;1;0;0;125510592.58;123226075.81;1815696;67.86713;0.000545;0;0;0;0;0
16.543.270/0001-89;2026-01-01;1;2026-01-30;22;1;;;;2;;;;12;;;1;6;;;63636704.81;49029942.44;1072588.3504721;45.7117983972318;0.00170453636779753;0.000170453595988353;-0.002438;-0.002438;0;0
16.671.412/0001-93;2026-01-01;1;2026-01-31;45550;;;;;;;;;;;;;;;;757823016.01;637120739.38;7739092;82.3249987698815;0.000577;1.1E-05;-0.000497;-0.008949;0.008452;0
16.685.929/0001-31;2026-01-01;1;2026-01-31;139;97;6;;;2;3;;;20;;;;11;;;494233210.21;471698018.21;872900;540.380362252263;0.03452;0;-0.001024;-0.001024;0;0
16.706.958/0001-32;2026-01-01;1;2026-01-30;497709;;;;;;;;;;;;;;;;10529985500.46;10381050207.72;101508771;102.267519402043;0.000833;5.4E-05;0.011847;0.000112;0.011735;0
16.802.320/0001-03;2026-01-01;2;2026-01-31;16263;16240;23;;;;;;;;;;;;;;51521453.43;49186767.22;2414570;20.3708184977035;0.009697;0;-0.008139;-0.008139;0;0
16.802.360/0001-47;2026-01-01;1;2026-01-30;10;3;1;0;0;1;0;0;0;0;0;0;3;2;0;0;12110549.61;11073718.17;12639.29917225;876.13387570671;0.000621;0;-0.000621;-0.000621;0;0
16.841.067/0001-99;2026-01-01;1;2026-01-30;62;55;4;1;0;0;0;0;0;0;0;0;0;2;0;0;8013914.94;7916791.81;26291;301.121745464227;0.00183404090299048;0.00154571451336422;0.005668;0.005668;0;0
16.915.968/0001-88;2026-01-01;1;2026-01-01;32407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;668032276.8;660593212.39;6800000;97.1460606455882;0.001208;3E-06;-0.00301;-0.013872;0.010862;0
16.924.913/0001-34;2026-01-01;1;2026-01-30;56;55;1;;;;;;;;;;;;;0;5393761;5373536.65;84100000;0.0638946093935791;0;0;0;0;0;0
16.929.519/0001-99;2026-01-01;1;2026-01-30;855;;;;;;;;;;;;;;;;13249489.27;13205037.58;1517425;8.70226705108984;0.000625;2.5E-05;-6.8E-05;-6.8E-05;0;0
17.007.443/0001-07;2026-01-01;1;2026-01-30;104;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87372151.95;86462277.52;1086780;79.558216;0.000631;0;0.000683;0.001318;-0.000635;0
17.025.970/0001-44;2026-01-01;1;2026-01-30;1731;1730;1;;;;;;;;;;;;;;693872167.73;686598261.05;41494533;16.5467161915041;8.35302435987724E-05;0;0.005842;0.000425;0.005417;0
17.098.794/0001-70;2026-01-01;1;2026-01-30;1757;;;;;;;;;;;;;;;;138615175.93;137430479.15;1575760;87.2153622061735;0.000997;9.6E-05;0.011466;0.004326;0.00714;0
17.144.039/0001-85;2026-01-01;1;2026-01-30;2082;;;;;;;;;;;;;;;;102893070.72;102022216.2;1415000;72.1005061484099;0.000688;4.4961775688225E-06;0.001109;-0.001108;0.002217;0
17.156.502/0001-09;2026-01-01;1;2026-01-30;46634;;;;;;;;;;;;;;;;360486427.46;356108225.5;37283750;9.55129850135783;8.4E-05;8.4E-05;0.011839;0.001355;0.010484;0
17.161.979/0001-82;2026-01-01;1;2026-01-31;143;;;;;;;;;;;;;;;;759197374.51;648711332.59;3043447;213.150198636612;0.000173;0;0.002988;0.002988;0;0
17.282.011/0001-04;2026-01-01;2;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;716234866.98;537789566.85;571307;941.33201;0.001016;0;0.015155;0.007536;0.007619;0
17.308.805/0001-08;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;40455078.8;40385190.45;188400;214.35876;0.00072;0;-0.001012;-0.00036;-0.000652;0
17.311.079/0001-74;2026-01-01;1;2026-01-30;45;30;2;;;1;;;2;7;1;;;1;;1;74912981.11;72683242.21;1429740;50.8366851385567;0.028239;0;-0.000663;-0.000663;0;0
17.329.029/0001-14;2026-01-01;1;2026-01-31;25342;;;;;;;;;;;;;;;;249173323.28;246824698.52;18746075;13.1667401586732;0.000504;1.7E-05;0.024241;0.016061;0.00818;0
17.374.696/0001-19;2026-01-01;1;2026-01-30;1092;1062;2;;;4;;;;12;;;4;8;;;598115729.13;576476138.36;5280066.2382;109.179717138648;0.00016755;8.328E-05;-0.002651;-0.002651;0;0
17.554.274/0001-25;2026-01-01;1;2026-01-31;339164;;;;;;;;;;;;;;;;4178169823.35;3403322070.34;28828640;118.053507565393;0.000919526243864237;;0.007679;0.00054;0.007139;
17.568.605/0001-86;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;344114377.03;343027835.39;269905927;1.270916;9.3E-05;0;0.017402;0.008716;0.008686;0
17.590.518/0001-25;2026-01-01;1;2026-01-30;11631;;;;;;;;;;;;;;;;201433397.88;199936533.7;2850000;70.1531697192982;0.000279;2.5E-05;0.003817;-0.003005;0.006822;0
17.655.102/0001-48;2026-01-01;1;2025-01-31;1;;;;;;;;;;;;;;;;253791408.28;229345936.8;140.7655996;1629275.45829173;0.000796619519618191;;0.006106;0.006106;;
17.655.115/0001-17;2026-01-01;1;2026-01-31;5;;;;;;;;;;;;;;;;568989111.23;568104552.46;282888.60734723;2008.22704663636;3.32551286874791E-05;;0.004586;0.004586;;
17.786.606/0001-05;2026-01-01;1;2026-01-30;1;1;;;;;;;;;;;;;;;-1681045.05;-2601134.15;18848.02189804;-138.005683783214;0.007221;0.002381;-0.034373;-0.034373;0;0
17.854.016/0001-64;2026-01-01;1;2026-01-30;4337;;;;;;;;;;;;;;;;61713143.24;55155502.21;9412630;5.85973338057482;0.000396;9.6E-05;-0.000727;-0.000727;0;0
17.870.926/0001-30;2026-01-01;1;2026-01-30;545;;;;;;;;;;;;;;;;78327282.94;77620296.77;827913;93.7541707522409;8.7E-05;2.6E-05;0.00576;0.00576;0;0
18.085.673/0001-57;2026-01-01;1;2026-01-30;10527;10504;17;0;0;0;1;0;0;0;0;0;5;0;0;0;151508637.31;151336029.61;15281388;9.903291;0.000914;0;0;0;0;0
18.259.637/0001-62;2026-01-01;1;2026-01-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28617385.34;28538132.9;185;154260.177838;0.000764;0;0.00129;-0.000251;0.001541;0
18.265.829/0001-81;2026-01-01;1;2026-01-31;6;;;;;;;;;;;;;;;;54093475.3;-2537241.09;1030.7418;-2461.56805710218;-0.955432717668939;;-0.005304;-0.005304;;
18.289.950/0001-43;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;94055681.17;93868246.36;62623089.9565228;1.49893987066384;5.2E-05;1.2E-05;0.008374;0.008374;0;0
18.307.582/0001-19;2026-01-01;1;2026-01-30;96722;;;;;;;;;;;;;;;;1811916319.23;1797051961.82;225785000;7.95912909103793;0.000417;2.5E-05;0.025986;0.018309;0.007677;0
18.308.516/0001-63;2026-01-01;1;2026-01-30;1697;1680;11;0;1;0;0;0;0;0;0;0;4;1;0;0;600430086.57;600036051.92;9218512;65.090337;0.000486;0;0;0;0;0
18.311.024/0001-27;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;11221308.22;11166726.77;11270;990.83644809228;0.000582086419223813;0;0.015288;0.010935;0.004353;0
18.312.285/0001-61;2026-01-01;1;2026-01-30;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;982407967.76;379288432.36;255502330;1.484481;7.9E-05;0;-0.024424;-0.012253;-0.012171;0
18.330.535/0001-96;2026-01-01;1;2026-01-30;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;277309460.47;276975748.54;538999;513.870617;0.000631;0;0;0;0;0
18.369.510/0001-04;2026-01-01;1;2026-01-30;4;;;;;;;;;3;;;1;;;;91297505.97;90746838.44;820112.7613235;110.651660015084;0.000133;0;0.000485;0.000485;0;0
18.497.672/0001-10;2026-01-01;1;2026-01-30;5;;;;;;;;;;;;;5;;;956791.3;956156.8;65361974.8481821;0.0146286400039303;0;0;0.010694;0.010694;0;0
18.647.268/0001-85;2026-01-01;1;2026-01-30;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;17194585.18;17137886.08;24720;693.280181229773;0;0;-0.000105;-0.000105;0;0
18.730.914/0001-73;2026-01-01;1;2026-01-30;1;;1;;;;;;;;;;;;;;76466377.98;76310888.49;55.1165906;1384535.72072;5.2E-05;0;-0.002524;-0.002524;0;0
18.874.954/0001-99;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;237000752.14;-284551.01;352.186046;-807.956513984089;-0.984667564525601;0;-0.058031;-0.058031;0;0
18.874.965/0001-79;2026-01-01;1;2026-01-30;111;107;4;0;0;0;0;0;0;0;0;0;0;0;0;0;171251385.46;171176869.1;166750;1026.54794062969;0.00021949;0;0.035952;0.021353;0.014599;0
18.874.965/0001-79;2026-02-01;1;2026-02-27;111;107;4;0;0;0;0;0;0;0;0;0;0;0;0;0;170327496.98;170265294.7;166750;1021.08122758621;0.0002206;0;0.010676;0.002688;0.007988;0
18.929.353/0001-36;2026-01-01;1;2026-01-31;5;;;;;;;;;;;;;;;;137582332.99;44818044.62;45248.7866;990.48058495341;0.000410045555441281;;-0.00202;-0.00202;;
18.950.957/0001-64;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;;;;;3466446055.33;3352921969.69;625769.05231811;5358.08211874553;0.000109;0;0.006001;0.006001;0;0
18.979.895/0001-13;2026-01-01;1;2026-01-30;360817;360299;422;0;0;0;20;2;1;0;0;0;31;40;0;2;3881381861.76;3217834892.53;348245947;9.240122;0.000539;0;0.01648;0.006486;0.009994;0
19.026.454/0001-60;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;226277019.72;226261247.83;103619.7165;2183.57331473687;4.72095867164386E-05;;0.006534;0.006534;;
19.107.604/0001-60;2026-01-01;1;2026-01-30;6;;1;;;;;;;5;;;;;;;45506602.8;40847491.62;290000;140.85341937931;0.00049;0;-0.001004;-0.001004;0;0
19.131.224/0001-60;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;53803508.38;53401342.67;1068.13163403;49995.0951443314;0.000468;0.000112;-0.000297;-0.000297;0;0
19.239.245/0001-02;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;4696345.75;4678303.2;436312;10.7223803150039;0.00274512990094357;0.00103187625804159;0.005852;0.005852;0;0
19.249.956/0001-50;2026-01-01;1;2026-01-30;29;;;;;;;;;;;;;;;;15313382.15;15296598.9;14350;1065.96508013937;0.000598;0.000141;0.004043;0.004043;0;0
19.249.989/0001-08;2026-01-01;1;2026-01-30;195;;;;;;;;;;;;;;;;140077053.05;117397266.36;149011;787.842953607452;0.000185;4.8E-05;-0.001257;-0.001257;0;0.106413
19.267.845/0001-76;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;7502875.08;7089788.19;28542.6119;248.39311184412;0.00244658366867234;;0.006902;0.003708;0.003194;0
19.419.994/0001-03;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;3532542484.78;3530305376.64;1506194;2343.85834536587;3.8E-05;5E-06;0.007131;-0.000404;0.007535;0
19.628.741/0001-40;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;57857560.01;48513794.91;4942739739;0.009815;0.000657;0;-0.007515;-0.003736;-0.003779;0
19.722.048/0001-31;2026-01-01;1;2026-01-30;8;4;0;1;0;0;0;0;0;0;0;0;0;0;0;3;3804422.2;189569.25;1962500;0.096596;0.268284;0;0;0;0;0
19.872.996/0001-53;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;766315926.32;280954692.44;931493022.044435;0.301617602913828;0.000163804454021811;1.63804703172303E-05;0.20647;0.20647;0;0
19.878.616/0001-98;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;1067242326.44;732342010.45;353948231.403971;2.06906531936914;7.40354222840283E-05;7.40354905581397E-06;-0.000452;-0.000452;0;0
20.019.120/0001-48;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;528946683.88;528878764.92;1648957;320.735328;8.3E-05;0;-0.000172;-9.2E-05;-8E-05;0
20.118.470/0001-61;2026-01-01;1;2026-01-30;1;1;;;;;;;;;;;;;;;406186244.69;2613485.83;100;26134.8583;0.0031;0;0.217141;0.217141;0;0
20.118.492/0001-21;2026-01-01;1;2026-01-30;101;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;696046252.02;695887028.44;4001018.93136464;173.927452075977;1E-06;0;0;0;0;0
20.118.507/0001-51;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;102002940.28;99762904.83;30411.46817762;3280.43698013291;0;0;-0.00056;-0.00056;0;0.000112
20.118.507/0001-51;2026-02-01;1;2026-02-27;1;;;;;;;;;;;;;1;;;101954633.98;99673835.78;30411.46817762;3277.50818204004;0.0001;0;-0.0492;-0.0492;0;0
20.132.453/0001-89;2026-01-01;1;2026-01-30;141;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96725225.41;96096199.59;809269.7109;118.74434234;0.000135;0;0.00862864;0.00355779;0.00507085;0
20.216.935/0001-17;2026-01-01;1;2026-01-30;20383;;;;;;;;;;;;;;;;393527523.59;390115306.41;3719038;104.896832570681;0.000379;6.4E-05;0.0254;0.017062;0.008338;0
20.265.467/0001-70;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19498300.99;19105850.77;226505.5396;84.350479034;0.011257;0;-0.0018071;-0.0018071;0;0
20.680.775/0001-62;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2472810921.34;2445555444.14;1008604;2424.693382;0.0001;0;0.009706;0.004864;0.004842;0
20.717.355/0001-03;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;55641381.69;66857.6331681;832.236785141661;0.0004;0.0002;-0.000643;-0.000643;0;0
20.717.355/0001-03;2026-02-01;1;2026-02-27;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;55605795.93;66857.6331681;831.704523404089;0.0004;0.0002;-0.00064;-0.00064;0;0
20.748.515/0001-81;2026-01-01;2;2026-01-30;127225;;;;;;;;;;;;;;;;2567831590.21;2102490018.62;18021303.0001041;116.666925727172;2.1E-05;7E-06;0.009805;0.00233;0.007475;0
20.990.694/0001-69;2026-01-01;1;2026-01-30;7;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;183000000;-9273689.46;184225.83003927;-50.3387036335958;1;0;-0.000416;-0.000416;0;0
21.044.600/0001-21;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;490320947.9;490233939.33;290062066.22;1.69010014207848;9.76037686525632E-05;1.10598829762993E-05;0.012036;0.012036;0;0
21.067.825/0001-01;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;475512391;304749107.66;341894475.745657;0.891354289932165;0.000194421241968338;1.77914548844195E-05;0.001522;0.001522;0;0
21.085.863/0001-89;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;1;;;;824537491.57;383844163.43;183938075.594535;2.08681189138963;0.000138012571369112;7.72467131844438E-06;0.06207;0.06207;0;0
21.126.204/0001-43;2026-01-01;1;2026-01-31;128;;;;;;;;;;;;;;;;488862624.45;487364437.52;625540;779.109949036033;0.000182;0;0.013389;0.002739;0.01065;0.000592
21.156.164/0001-82;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;445606981.75;437247402.23;1012.47192443;431861.261215871;4.3E-05;2.1E-05;-0.002857;-0.002857;0;0
21.408.063/0001-51;2026-01-01;1;2026-01-31;57080;;;;;;;;;;;;;;;;1009894275.32;999353142.76;12179186.9380769;82.0541755242816;0.000512081973932312;;0.00259;0.00259;;
21.500.481/0001-74;2026-01-01;1;2026-01-30;1;;;;;;;1;;;;;;;;;69879455.72;69147517.22;661866.88698113;104.47345014553;9.6E-05;9.6E-05;0.00167;0.00167;0;0
21.500.500/0001-62;2026-01-01;1;2026-01-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;629189522.64;523387876.77;2898306;180.584064;5.7E-05;0;0.011231;-0.000258;0.011489;0
21.500.514/0001-86;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;39422385.27;39242099.04;1780984;22.0339424947108;0.000306;0;0.004678;0.001497;0.003181;0
21.826.249/0001-20;2026-01-01;1;2026-01-30;139;133;6;;;;;;;;;;;0;;;7311935.76;7255874.91;61750.7996;117.502525586729;0;0;0;0;0;0
21.862.783/0001-92;2026-01-01;1;2026-01-30;3;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;3873610.12;2695163.9;38275.47890728;70.4148968724564;0;0;0.009616;0.009616;0;0
21.917.235/0001-12;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;261683521.88;223434241.23;110486.67969824;2022.27310876063;0.000898079000315094;;0.000998;0.000998;;
22.003.469/0001-17;2026-01-01;1;2026-01-31;7;;;;;;;;;;;;;;;;203515365.86;115045746.19;337400;340.977315323059;0.000343062662523985;;0.025363;0.022686;0.002677;
22.081.808/0001-83;2026-01-01;1;2026-01-30;1;1;;;;;;;;;;;;;;;54252328.09;53745581.46;1635.77031094;32856.43534459;0.000181;0;0.006969;0.006969;0;0
22.169.671/0001-13;2026-01-01;1;2026-01-30;28;14;;;;14;;;;;;;0;;;;60226939.42;60177955.4;65533.58738743;918.27653267678;0.00072831038722861;4.92716972567666E-05;0.025087;0.025087;0;0
22.169.716/0001-50;2026-01-01;1;2026-01-31;46;;;;;;;;;;;;;;;;871307.69;827974.51;101664.1113;8.14421627664393;0.0313174375380228;;-0.026701;-0.026701;;
22.211.522/0001-75;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;1;82715135.94;73563063.1;180;408683.683888889;0.12381;0.000222;-0.007052;-0.007052;0;0
22.219.335/0001-38;2026-01-01;1;2026-01-31;42020;;;;;;;;;;;;;;;;539300503.49;532350894.57;6257873;85.0689834341477;0.00068100648218659;;0.014282;0.005418;0.008864;
22.340.978/0001-35;2026-01-01;1;2026-01-30;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;354280906.47;353690339.21;81.64421072;4332093.31183305;5.18007928656537E-05;5.18007928656537E-05;0.006753;0.006753;0;0
22.459.737/0001-00;2026-01-01;1;2026-01-31;93;;;;;;;;;;;;;;;;76937472.36;76879523.04;2458396;31.2722291445316;0.000427;0;-0.007266;-0.007266;0;0
22.503.991/0001-68;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8241743.65;8212489.1;431376.18267117;19.0378825486993;0.00247848730782486;6.08828814153312E-05;-0.000311;-0.000311;0;0
22.503.991/0001-68;2026-02-01;1;2026-02-27;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8221376.7;8191622.15;431376.18266309;18.9895095724322;0.00252142367186699;1.35626372854612E-06;-0.00254;-0.00254;0;0
22.646.161/0001-90;2026-01-01;1;2026-01-30;5;;;;;;;;;;;;;;;;299089114.04;252414019.49;390588.62966;646.240060059407;0.000112;0;-0.001304;-0.001304;0;0
22.862.226/0001-34;2026-01-01;1;2026-01-30;2;;;;;;1;;;;;;;1;;;192222725.19;105926463.87;1941019;54.5726053531676;0.000151;6E-05;-0.00291;-0.00291;0;0
23.120.006/0001-06;2026-01-01;1;2026-01-30;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14373424.47;12670657.65;454179.4301;27.8979117288738;0.001364;0;-0.002185;-0.002185;0;0
23.120.006/0001-06;2026-02-01;1;2026-02-27;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14373425;12643154.34;454179.4301;27.8373556838897;0.0013675;0;-0.002171;-0.002171;0;0
23.120.027/0001-13;2026-01-01;1;2026-01-30;2122;2105;3;0;0;0;0;0;0;0;0;0;5;9;0;0;191282600.36;191153523.96;17910784;10.672538;0.000425;0;0;0;0;0
23.179.381/0001-13;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;28018751.09;27924304.73;135207.79405178;206.528809421341;0.000656;0.00026;-0.002708;-0.002708;0;0
23.426.470/0001-17;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;904833662.89;506081211.69;5634140;89.8240391;2.2E-05;0;-0.03680797;-0.04132499;0.00451702;0
23.532.837/0001-87;2026-01-01;1;2026-01-30;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1043044182.37;961458236.05;145301269.5864;6.61699818;3.6E-05;0;0.10923598;0.10923598;0;0
23.533.796/0001-43;2026-01-01;1;2026-01-30;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;638743585.53;619228606.26;78533841.7983;7.88486329;3E-05;0;0.06379697;0.06379697;0;0
23.537.203/0001-17;2026-01-01;2;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;113572624.32;113472116.59;78155673;1.451873;0.000274;0;0.014642;0.00729;0.007352;0
23.538.112/0001-04;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;1;;;;60577314.72;60520629.48;36650000;1.65131321909959;0.00033281362360344;4.89927157975093E-05;0.378313;0.378313;0;0
23.570.871/0001-46;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;649752751.87;649024468.92;1557498563;0.41671;0.000125;0;0.00947;0.006105;0.003365;0
23.648.935/0001-84;2026-01-01;1;2026-01-30;115648;115308;275;0;0;0;9;3;2;0;0;1;27;22;0;1;1623970751.11;1622624386.69;16960024;95.673472;0.000802;0;0;0;0;0
23.740.527/0001-58;2026-01-01;1;2026-01-30;33833;;;;;;;;;;;;;;;;1228637113.76;1216981053.03;12000000;101.4150877525;6.9E-05;0;0.009062;0.000187;0.008875;0
23.740.595/0001-17;2026-01-01;1;2026-01-30;2943;;;;;;;;;;;;;;;;242183149.85;240062735.01;2098800;114.380948642081;8.8E-05;0;-0.00076;-0.006665;0.005905;0
23.768.027/0001-24;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;419133841.55;418196907.78;322214000;1.297886;7.6E-05;0;0.015487;0.009925;0.005562;0
23.781.211/0001-04;2026-01-01;1;2026-01-30;1;0;0;;;;;;;;;;;1;;;2702568678.56;2206314188.39;13848992.6268;159.31225092;4.4E-05;0;0.00348626;-0.00031978;0.00380604;0
23.876.086/0001-16;2026-01-01;1;2026-01-30;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;14653293.51;13830087.06;214674.89786655;64.4234011402549;0.001667;0;-0.001171;-0.001171;0;0
23.964.843/0001-03;2026-01-01;1;2026-01-31;709;;;;;;;;;;;;;;;;12600331.94;10853886.11;124137.31422842;87.4345169900181;0.00157058585535499;;1.867758;1.867758;;
23.964.908/0001-10;2026-01-01;1;2026-01-30;1;;;1;;;;;;;;;;;;;21327799.46;21231406.84;542458.95695689;39.1391948970755;0.00454;0;0.019272;0.019272;0;0.19880661251642
24.514.406/0001-50;2026-01-01;1;2026-01-30;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269663399.13;262799972.57;70000;3754.28532242857;0.000342;0;0.037588;0.037588;0;
24.774.904/0001-32;2026-01-01;1;2026-01-30;1;1;;;;;;;;;;;;;;;-1863238.3;-4992004.12;37834.90731346;-131.941756289808;0.003762;0.001475;-0.009387;-0.009387;0;0
24.796.967/0001-90;2026-01-01;1;2026-01-30;8;4;0;1;0;0;0;0;0;0;0;0;0;0;0;3;33629459.65;30977134.19;665000;46.582157;0.000517;0;0;0;0;0
24.853.044/0001-22;2026-01-01;1;2026-01-31;143586;;;;;;;;;;;;;;;;1954130139.88;1696405059.06;14997396;113.113307074108;0.000631135384961223;;0.005576;-0.001486;0.007062;
24.853.060/0001-15;2026-01-01;1;2026-01-30;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;40007764.33;38461515.79;39530.4291;972.95973541;0.000431;0;0.00239822;0.00239822;0;0
24.960.430/0001-13;2026-01-01;1;2026-01-30;71117;;;;;;;;;;;;;;;;8305333240.61;7454825543.59;80078186;93.0943358730679;0.00083;0;0.012374;0.004819;0.007555;0
24.976.492/0001-13;2026-01-01;1;2026-01-30;13;6;5;0;0;0;0;0;0;0;0;0;1;1;0;0;484470836.83;483660812.93;11075.27340159;43670.3271686787;3E-05;0;0.0003;0.0003;0;0
25.032.881/0001-53;2026-01-01;1;2026-01-30;148957;148598;282;1;0;0;37;13;0;0;0;0;22;1;0;3;2723429713.41;2664453393.19;23567968.3637;113.05401264;7.9E-05;0;0.00265544;-0.00360212;0.00625756;0
26.091.656/0001-50;2026-01-01;1;2026-01-30;26062;25997;50;;;;2;;;;;;7;6;;;335165824.28;329847779.77;3252384;101.417231104937;0.000705;4.1E-05;0.012354;0.001877;0.010477;0
26.191.053/0001-20;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;64772491.03;61253688.74;167445.2861;365.81315697;0.000367;0;-0.00648608;-0.00648608;0;0
26.269.251/0001-60;2026-01-01;1;2026-01-30;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;49874311.56;10706244.05;31977.3176153;334.807446290537;0;0;0;0;0;0
26.452.053/0001-37;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;440849933.17;440776106.28;272750.4419001;1616.04176773962;5E-05;0;0.0003;0.0003;0;0
26.499.833/0001-32;2026-01-01;1;2026-01-30;127948;127716;184;;;;11;;;;;;11;26;;;1836640796.51;1652812716.9;13982093;118.20924928049;0.00036907748455865;0;0.016144;0.00762;0.008524;0
26.502.794/0001-85;2026-01-01;1;2026-01-30;335719;;;;;;;;;;;;;;;;4900384796.93;4230330397.37;40015690.0002068;105.716792521837;0.000654;0;0.009814;0.002042;0.007772;0
26.502.810/0001-30;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;52697385.28;48001341.6;10;4800134.16;0.00508;0;0.00384229;0.00384229;0;0
26.545.627/0001-11;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;261561200.1;149410705.67;752.0326;198675.836220398;0.000207446245976893;;-0.002881;-0.002881;;
