CNPJ_Fundo_Classe;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
57.811.221/0001-67;2026-01-01;1;0;0;0;0;0;188871277.96;4400000;0;0;0;0;0;4400000;0;0;0;0;;0;0;0;0;0;0;0;184471277.96;0;;0;0;;0;0;0;98;0;0;98;0;31404.77;0;0;0;0;0;0;0;469920.28;501325.05
57.882.804/0001-89;2026-01-01;1;9324476.35;0;0;0;9324476.35;93533825.66;93533825.66;0;0;93533825.66;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;161016.58;0;0;161016.58;0;81067.31;0;0;0;0;0;0;0;17500;98567.31
57.904.514/0001-99;2026-01-01;1;257520.97;8942.21;0;0;248578.76;713096.04;0;0;0;0;0;0;0;713096.04;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3207.24;0;0;3207.24;0;10000;0;0;0;0;0;0;0;13348.36;23348.36
57.909.000/0001-26;2026-01-01;1;382959.26;0;0;382959.26;0;48013400;48013400;0;0;0;48013400;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;310186.47;161690.14;0;148496.33;0;10701.12;0;0;0;0;0;0;0;38472273.95;38482975.07
57.927.297/0001-52;2026-01-01;1;15086712.67;0;15086712.67;0;0;62029865.24;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;62029865.24;0;0;;0;0;;0;0;0;206358.08;0;0;206358.08;0;90982.48;0;0;0;0;0;0;0;15274600.24;15365582.72
57.965.466/0001-49;2026-01-01;1;29019930.91;0;0;0;29019930.91;87157337.09;52912376.03;52912376.03;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;15350000;0;0;;12836459.43;0;;6058501.63;0;0;0;0;0;0;0;6912.24;0;0;0;0;0;0;0;232023.77;238936.01
57.976.696/0001-03;2026-01-01;1;2750714.89;1100;;;2749614.89;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18898403.17;;;18898403.17;;34208.67;;;;;;;;682390.66;716599.33
57.977.051/0001-95;2026-01-01;1;473019.17;3.93;0;0;473015.24;78297005.27;78297005.27;78297005.27;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;14500;0;13449467.07;0;0;0;0;0;897515.62;14361482.69
57.979.459/0001-04;2026-01-01;1;129427.75;0;0;0;129427.75;844592044;0;0;0;0;0;0;0;0;0;0;0;;0;0;844592044;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;20874.36;30874.36
57.986.419/0001-81;2026-01-01;1;60920.2;1652.73;59267.47;0;0;23391000;23391000;23391000;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;603494.23;0;0;603494.23;0;38250;0;0;0;0;0;0;0;71305.8;109555.8
58.019.792/0001-26;2026-01-01;1;260753.36;0;0;0;260753.36;73945000;73945000;73945000;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;746635.16;0;0;746635.16;0;12000;0;0;0;0;0;0;0;53039079.75;53051079.75
58.022.479/0001-47;2026-01-01;1;-149931.44;0;0;0;-149931.44;58834561.81;0;0;0;0;0;0;0;0;0;0;0;;0;0;58834561.81;0;0;0;0;0;0;;0;0;;0;0;0;312512.61;0;0;312512.61;0;17341.1;0;0;0;0;0;0;0;52476.85;69817.95
58.054.129/0001-62;2026-01-01;1;293602.22;10810.11;253486.19;0;29305.92;208560000;208560000;0;208560000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1500000;1500000;0;0;0;6000;0;44163985;0;0;128108538.52;0;0;16000;172294523.52
58.099.321/0001-75;2026-01-01;1;676975.96;15732.36;661243.6;;;32888095.06;0;;;;;;;;;;;;;;;;;;;32888095.06;;;;;;;;;8686.78;;;8686.78;;52581.31;;;;;;;;1550476.57;1603057.88
58.160.171/0001-68;2026-01-01;1;14340701.58;2324010.78;0;0;12016690.8;271136855.29;268000000;0;0;0;268000000;0;0;0;0;0;3136855.29;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6762843.89;0;0;6762843.89;0;11904.6;0;0;0;0;0;0;0;289761256.36;289773160.96
58.197.921/0001-76;2026-01-01;1;61703.85;1000;0;0;60703.85;37483217.21;36514992.36;0;0;0;36514992.36;0;0;0;0;0;0;;0;0;968224.85;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;16867.36;19867.36
58.198.613/0001-65;2026-01-01;1;13435946.95;0;0;0;13435946.95;178596927.52;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;175049079.39;0;;3547848.13;0;0;3711.53;0;0;3711.53;0;159775.72;0;0;0;0;0;0;0;14261.97;174037.69
58.239.657/0001-96;2026-01-01;1;610937.07;0;610937.07;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1000;0;0;;0;0;;0;0;0;12665.26;0;0;12665.26;0;20000;0;0;0;0;0;0;0;11032.5;31032.5
58.250.751/0001-46;2026-01-01;1;13155787.37;-137987.75;13293775.12;0;0;7925482;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;7925482;0;0;;0;0;;0;0;0;3670000;0;0;3670000;0;15000;0;0;0;0;0;0;0;49583.81;64583.81
58.263.012/0001-99;2026-01-01;1;26696803.09;6826.99;0;0;26689976.1;364824739.6;363049037.8;0;0;0;0;0;363049037.8;0;0;0;1687424.27;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;88277.53;14664702;3000000;0;11664702;0;8000;0;0;0;0;0;0;0;403564758.86;403572758.86
58.268.583/0001-16;2026-01-01;1;165.91;52.14;0;0;113.77;326223157.96;0;0;0;0;0;0;0;0;166674251.89;0;0;;0;0;0;0;0;0;154591798.93;0;0;;0;0;;0;0;0;3072.87;0;0;3072.87;0;54255.88;0;0;0;0;0;0;0;8000;62255.88
58.290.688/0001-71;2026-01-01;1;2581732.44;0;0;0;2581732.44;123887243.14;0;0;0;0;0;0;0;0;0;0;0;;0;0;13012.79;0;0;0;0;0;0;;115376626.3;0;;8497604.05;0;0;557.14;0;0;557.14;0;99665.48;0;0;0;0;0;0;0;50436.55;150102.03
58.316.418/0001-92;2026-01-01;1;35401038.13;0;0;0;35401038.13;334158719.84;110992425.95;0;0;0;0;0;110992425.95;0;0;0;0;;0;0;0;0;0;0;32283670.63;0;0;;190882623.26;0;;0;0;0;-0.04;0;0;-0.04;0;306083.15;0;0;0;0;0;0;0;7467493.89;7773577.04
58.350.082/0001-84;2026-01-01;1;36571555.63;0;0;0;36571555.63;63071002.04;30071002.04;0;0;30071002.04;0;0;0;0;0;0;0;;0;0;0;0;0;0;33000000;0;0;;0;0;;0;0;0;80117.27;0;0;80117.27;0;33659.42;0;0;0;0;0;0;0;33101520.8;33135180.22
58.366.499/0001-35;2026-01-01;1;1740898.45;1094.79;;;1739803.66;22922836.3;0;;;;;;;;;;;;;;;;;;;;;;22922836.3;;;;;;0;;;;291155.99;21964.92;;;;;;;;7373.43;320494.34
58.372.239/0001-72;2026-01-01;1;1995558.31;0;0;0;1995558.31;15906775;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;13906775;0;0;;0;0;;0;0;2000000;0;0;0;0;0;46945.4;0;0;0;0;0;0;0;940.97;47886.37
58.378.463/0001-71;2026-01-01;1;827195.39;1238.03;825957.36;0;0;151877076.73;0;0;0;0;0;0;0;0;0;0;0;;0;0;150300000;0;0;0;0;0;0;;1577076.73;0;;0;0;0;1215483.48;0;0;1215483.48;9.54;23343.07;0;0;0;0;0;0;0;74486.89;97839.5
58.410.974/0001-23;2026-01-01;1;393581.39;100;;;393481.39;5182181.7;0;;;;;;;;;;;;;;5182181.7;;;;;;;;;;;;;;0;;;;;20000;;;;;;;;597.66;20597.66
58.478.226/0001-82;2026-01-01;1;69858.33;1000;0;0;68858.33;55327254.26;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;55327254.26;0;0;;0;0;;0;0;0;66.5;0;0;66.5;0;10500;0;0;0;0;0;0;0;821480.34;831980.34
58.478.291/0001-08;2026-01-01;1;285274.99;3853.56;281421.43;0;0;20312971.41;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;20312971.41;0;;0;0;0;20315541.74;0;0;20315541.74;0;36647.06;0;0;0;0;0;0;0;20330296;20366943.06
58.478.291/0001-08;2026-02-01;1;1395289.7;563.23;1394726.47;0;0;19165209.01;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;19165209.01;0;;0;0;0;19167779.34;0;0;19167779.34;0;33671.63;0;0;0;0;0;0;0;19173033.6;19206705.23
58.495.684/0001-20;2026-01-01;1;15768.77;15768.77;0;;0;20942128.55;20942128.55;0;0;0;20942128.55;0;;0;;;;;;;;;;;;;0;;;;;;;;34.55;;0;34.55;0;258999.92;0;8555505.84;0;0;0;0;0;13260.29;8827766.05
58.496.557/0001-45;2026-01-01;1;18498886.01;7765.73;0;0;18491120.28;35641126.78;35641126.78;0;35641126.78;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;56496.4;54583.73;0;1912.67;0;18000;0;18201120.17;0;0;0;0;0;18238.28;18237358.45
58.501.860/0001-99;2026-01-01;1;12034344.57;12034344.57;0;0;0;214084067.68;0;0;0;0;0;0;0;0;0;0;0;;0;0;147430721.05;0;0;0;0;0;0;;66653346.63;0;;0;0;0;83773;0;0;83773;2197107.57;2000;0;0;0;0;0;0;0;81454.3;2280561.87
58.523.596/0001-94;2026-01-01;1;3255.88;3255.88;0;0;0;4230000;4230000;0;0;0;4230000;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;50227.27;0;0;0;0;0;0;0;493389.56;543616.83
58.523.711/0001-20;2026-01-01;1;1127665.28;811.14;1126854.14;0;0;23994392.75;0;0;0;0;0;0;0;0;0;0;0;;0;0;23994392.75;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;8000;0;0;0;0;0;0;0;13802.64;21802.64
58.544.087/0001-48;2026-01-01;1;3155658.29;2771.53;3152886.76;0;0;21078159.15;21078159.15;0;0;0;21078159.15;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;75999.96;0;0;0;0;0;0;0;16963807.5;17039807.46
58.548.730/0001-01;2026-01-01;1;777106;0;0;0;777106;98747957.8;98747957.8;0;21747957.8;0;77000000;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1268275.51;1268275.51;0;0;0;15085;0;9436000;0;0;0;0;0;124846.88;9575931.88
58.561.054/0001-06;2026-01-01;1;8930.7;2254.07;0;0;6676.63;11788075.06;11788075.06;0;11788075.06;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;115317.84;115317.84;0;0;0;6288.39;0;0;0;0;0;0;0;2840.83;9129.22
58.561.237/0001-21;2026-01-01;1;278379;1928.68;0;0;276450.32;25615259.25;13817293.88;0;13817293.88;0;0;0;0;0;0;0;0;;0;0;0;0;11797965.37;0;0;0;0;;0;0;;0;0;0;5022.73;0;0;5022.73;0;10516;0;0;0;0;0;0;0;1096829.04;1107345.04
58.561.306/0001-05;2026-01-01;1;7932.77;3130.75;0;0;4802.02;4276619.85;4276619.85;0;4276619.85;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;6288.39;0;0;0;0;0;0;0;2840.83;9129.22
58.561.581/0001-10;2026-01-01;1;300221.91;2011.27;0;0;298210.64;5195105.31;5195105.31;0;5195105.31;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1200;0;0;1200;0;6288.39;0;0;0;0;0;0;0;299809.97;306098.36
58.564.382/0001-66;2026-01-01;1;9459.71;1250.16;0;0;8209.55;7974183.24;7974183.24;0;7974183.24;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;6288.39;0;0;0;0;0;0;0;4685.58;10973.97
58.564.425/0001-03;2026-01-01;1;4270.78;4270.78;0;0;0;8134441.4;8134441.4;0;8134441.4;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;13996.59;0;0;0;0;0;0;0;2397.33;16393.92
58.568.605/0001-63;2026-01-01;1;648509.75;-0.01;0;0;648509.76;1700000;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1700000;0;0;;0;0;;0;0;0;44;0;0;44;0;12500;0;0;0;0;0;0;0;15525.1;28025.1
58.580.017/0001-45;2026-01-01;1;15736749.41;15091976.19;0;0;644773.22;61295594;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;61295594;0;0;0;0;0;23333.32;0;0;0;0;0;0;0;48548.91;71882.23
58.580.017/0001-45;2026-02-01;1;647499.15;0;0;0;647499.15;61295594;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;61295594;15092446.81;0;0;15092446.81;0;48055.61;0;0;0;0;0;0;0;81429.32;129484.93
58.643.797/0001-25;2026-01-01;1;7932199.77;0;0;0;7932199.77;116818578.7;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;116818578.7;0;;0;0;0;17074.55;0;0;17074.55;0;273671.85;161497.45;0;0;0;0;0;0;70522.94;505692.24
58.863.998/0001-38;2026-01-01;1;26321682.97;0;0;0;26321682.97;1262369838.74;1262369838.74;0;1262369838.74;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;29338882.61;9996261.53;0;19342621.08;6656250;527511.65;0;543884780.98;0;0;0;0;0;244275053.72;795343596.35
58.927.139/0001-65;2026-01-01;1;292.18;292.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;296727.27;0;0;0;0;0;0;0;73961.8;370689.07
59.030.677/0001-15;2026-01-01;1;6305744.14;0;0;0;6305744.14;34514920.93;0;0;0;0;0;0;0;34510404.23;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;4516.7;7050.85;0;0;7050.85;0;15000;0;0;0;0;0;0;0;0;15000
59.090.726/0001-05;2026-01-01;1;62497674.04;0;16572859;45924815.04;0;516408124.39;424801086.26;0;424801086.26;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0.01;0;;91607038.12;0;0;3131050.57;3088539.5;0;42511.07;0;92395.55;0;137593541.76;0;0;0;0;0;272941.2;137958878.51
59.137.499/0001-26;2026-01-01;1;1403921.13;1000;0;0;1402921.13;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;16.67;0;0;16.67;0;45500;0;0;0;0;0;0;0;13803.88;59303.88
59.137.587/0001-28;2026-01-01;1;1964128.08;0;0;0;1964128.08;138254226.63;0;0;0;0;0;0;0;0;0;0;0;;0;0;138254226.63;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;16737.06;0;0;0;0;0;0;0;1000;17737.06
59.139.645/0001-52;2026-01-01;1;29803.33;0;0;0;29803.33;60843920.96;60843920.96;49502965.29;11340955.67;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;7500;0;0;0;0;0;0;0;20869.55;28369.55
59.158.574/0001-35;2026-01-01;1;45651645.1;0;0;0;45651645.1;377973312.06;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;118129090;0;0;;259844222.06;0;;0;0;0;750000;0;0;750000;0;674005.3;0;0;0;0;0;0;0;13840.27;687845.57
59.196.234/0001-07;2026-01-01;1;3056.35;0;0;0;3056.35;318285610.81;0;0;0;0;0;0;0;0;0;0;0;;0;0;318285610.81;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;40000;0;0;0;0;0;0;0;37512.11;77512.11
59.202.651/0001-07;2026-01-01;1;1046138.29;6138.29;0;0;1040000;20359838.45;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;20359838.45;0;;0;0;0;10180.91;0;0;10180.91;248607.6;16200;110.54;0;0;0;0;0;0;47121.98;312040.12
59.255.025/0001-89;2026-01-01;1;214131.04;809.04;0;0;213322;12852072.36;12656000;0;0;0;12656000;0;0;0;0;0;0;;0;0;0;0;0;0;196072.36;0;0;;0;0;;0;0;0;8657329.79;0;0;8657329.79;0;10000;0;0;0;0;0;0;0;7719913.63;7729913.63
59.269.477/0001-10;2026-01-01;1;8233.37;0;0;0;8233.37;12779405.2;12779405.2;0;12779405.2;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;7500;0;0;0;0;0;0;0;15000;22500
59.337.307/0001-25;2026-01-01;1;1707121.17;0;1707121.17;0;0;56316078.37;0;0;0;0;0;0;0;0;0;0;0;;0;0;11849663.16;0;0;0;0;0;0;;44466415.21;0;;0;0;0;136.11;0;0;136.11;0;72827.32;0;0;0;0;0;0;0;1963989.07;2036816.39
59.604.698/0001-05;2026-01-01;1;7363883;0.47;0;0;7363882.53;177013049.79;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;168236778.18;0;;8776271.61;0;0;0;0;0;0;2358473;182824.21;62068.3;0;0;0;0;0;0;78401.43;2681766.94
59.658.166/0001-42;2026-01-01;1;240601609.01;0;0;222985458.15;17616150.86;828700000;828700000;0;0;828700000;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;717822.65;0;23015323.35;0;0;0;0;0;48012250;71745396
59.663.265/0001-12;2026-01-01;1;215318.51;14085;0;0;201233.51;17686897.79;17686897.79;0;0;0;0;0;17686897.79;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;406;0;0;406;0;6000;0;0;0;0;0;0;0;16365.98;22365.98
59.669.570/0001-11;2026-01-01;1;2782935.62;1546.25;180193.2;0;2601196.17;33636674.79;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;33636674.79;0;;0;0;0;169186.37;0;0;169186.37;0;13000;0;0;0;0;0;0;0;47215.81;60215.81
59.678.443/0001-89;2026-01-01;1;57908247.53;0;0;0;57908247.53;2797873945.84;0;0;0;0;0;0;0;0;0;0;0;;0;0;2797873945.84;0;0;0;0;0;0;;0;0;;0;0;0;126501770.87;0;0;126501770.87;0;230987.64;0;0;0;0;0;0;0;164140532.43;164371520.07
59.678.586/0001-90;2026-01-01;1;512531.89;49418.81;0;0;463113.08;84765000;84765000;0;0;0;0;0;84765000;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;35000;0;0;0;0;0;0;0;88620.04;123620.04
59.680.687/0001-04;2026-01-01;1;11735404;0;0;0;11735404;120991882.82;120991882.82;0;120991882.82;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;446799.44;0;0;446799.44;0;15000;0;3255734.82;0;0;0;0;0;75886.96;3346621.78
59.693.395/0001-06;2026-01-01;1;5624989.71;0;0;;5624989.71;14584294.82;13000000.01;0;0;0;13000000.01;0;;0;;;;;;;;;;;;;0;;;;;;;;1401881.92;;0;1401881.92;0;11000;0;8666666.67;0;0;0;0;0;1000;8678666.67
59.718.930/0001-28;2026-01-01;1;77596.2;0;0;0;77596.2;2822926.07;0;0;0;0;0;0;0;0;0;0;0;;0;0;2822926.07;0;0;0;0;0;0;;0;0;;0;0;0;6423.2;0;0;6423.2;0;86714.51;0;0;0;0;0;0;0;25180.19;111894.7
59.890.241/0001-04;2026-01-01;1;135539.88;0;0;0;135539.88;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4764891;0;4764891;0;0;7500;0;0;0;0;0;0;0;2759.4;10259.4
59.891.323/0001-65;2026-01-01;1;88.18;88.18;0;0;0;1704814.94;1704814.94;0;0;1704814.94;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;82500;0;0;0;0;0;0;0;11396.49;93896.49
59.891.409/0001-98;2026-01-01;1;0;0;0;0;0;1722660.74;1722660.74;0;0;1722660.74;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;82500;0;0;0;0;0;0;0;11453.32;93953.32
59.987.139/0001-13;2026-01-01;1;13845512.19;0;0;0;13845512.19;547031423.26;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;547031423.26;0;0;;0;0;;0;0;0;0;0;0;0;11200678.24;715686.01;0;0;0;0;0;0;0;70884.71;11987248.96
60.027.987/0001-60;2026-01-01;1;133694145.28;0;0;133765368.03;-71222.75;459503082.95;0;0;0;0;0;0;0;0;0;0;0;;0;0;53302559.85;0;0;0;0;0;0;;338962232.04;0;;67238291.06;0;0;18500;0;0;18500;0;547592.87;0;0;0;0;0;0;0;4438917.73;4986510.6
60.077.386/0001-61;2026-01-01;1;5710291.54;1000;0;0;5709291.54;45246442.24;0;0;0;0;0;0;0;171200;0;0;0;;0;0;4926924.5;0;0;0;0;0;0;;40148317.74;0;;0;0;0;46957.14;0;0;46957.14;0;47839.71;0;0;0;0;0;0;0;15196.21;63035.92
60.079.651/0001-40;2026-01-01;1;27220285.79;0;1640819.58;0;25579466.21;138244254.57;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;127071588.32;0;;11172666.25;0;0;1639334.18;0;0;1639334.18;0;69265.09;0;0;0;0;0;60.69;0;52676.62;122002.4
60.117.144/0001-54;2026-01-01;1;14509.62;14509.62;0;0;0;657715.24;0;0;0;0;0;0;0;0;0;0;0;;0;0;657715.24;0;0;0;0;0;0;;0;0;;0;0;0;692161.98;0;0;692161.98;0;5000;0;0;0;0;0;0;0;0;5000
60.127.177/0001-85;2026-01-01;1;2827531.86;0;2827531.86;0;0;53531516.16;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;53531516.16;0;;0;0;0;29208.37;0;0;29208.37;0;66884.98;0;0;0;0;0;0;0;44372.82;111257.8
60.176.399/0001-98;2026-01-01;1;8528539.78;15000;8513539.78;0;0;391918269.9;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;391918269.9;0;;0;0;0;7725.54;0;0;7725.54;4059050;33194.53;0;0;0;0;0;0;0;311111.58;4403356.11
60.220.343/0001-93;2026-01-01;2;353436.6;353436.6;0;0;0;76989221.73;76989221.73;0;76989221.73;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;67435.89;0;0;67435.89;0;86462.3;0;0;0;0;0;0;0;12649.14;99111.44
60.329.826/0001-20;2026-01-01;1;55100749.8;0;0;0;55100749.8;284550718.89;284550718.89;0;284550718.89;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;38337.55;0;0;38337.55;0;367024.26;0;0;0;0;0;0;0;17711.23;384735.49
60.355.424/0001-09;2026-01-01;1;15355281.65;0;0;0;15355281.65;97508912.86;0;0;0;0;0;0;0;2160544.3;0;0;0;;0;0;8445124.29;0;0;0;0;0;0;;55164111.71;0;;31739132.56;0;0;14526.93;0;0;14526.93;0;16500;0;0;0;0;0;0;0;84931.26;101431.26
60.373.688/0001-87;2026-01-01;1;6203.56;0;0;0;6203.56;147246828.72;0;0;0;0;0;0;0;0;0;0;0;;0;0;147246828.72;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;12135.01;0;0;0;0;0;0;0;775398.04;787533.05
60.413.964/0001-93;2026-01-01;1;6705491.96;48241.5;0;0;6657250.46;193092598.18;0;0;0;0;0;0;0;0;0;0;0;;0;0;193092598.18;0;0;0;0;0;0;;0;0;;0;0;0;339963.29;0;0;339963.29;0;39970.86;0;0;0;0;0;0;0;383334.84;423305.7
60.480.984/0001-87;2026-01-01;1;6319.46;0;0;0;6319.46;31108396.78;0;0;0;0;0;0;0;0;0;0;0;;0;0;31108396.78;0;0;0;0;0;0;;0;0;;0;0;0;261261.2;0;0;261261.2;0;10000;0;0;0;0;0;0;0;190112.3;200112.3
60.513.922/0001-24;2026-01-01;1;71981.28;0;0;0;71981.28;236190780.73;0;0;0;0;0;0;0;0;0;0;0;;0;0;236190780.73;0;0;0;0;0;0;;0;0;;0;0;0;4563.36;0;0;4563.36;0;13000;0;0;0;0;0;0;0;30178.76;43178.76
60.522.814/0001-18;2026-01-01;1;351115.17;0;0;0;351115.17;800000;800000;800000;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;10023.79;0;0;0;0;0;0;0;10523.8;20547.59
60.535.430/0001-30;2026-01-01;1;12939137.59;0;0;0;12939137.59;387526173.48;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;387526173.48;0;;0;0;0;7698742.92;0;0;7698742.92;0;405461.16;0;0;0;0;0;0;0;82096.65;487557.81
60.551.924/0001-08;2026-01-01;1;4332693.84;0;0;0;4332693.84;304673682.41;288073682.41;0;288073682.41;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;16600000;0;0;;0;0;;0;0;0;7803702.37;2240216.94;5500000;63485.43;0;169660.38;0;0;0;0;0;0;0;2250159.91;2419820.29
60.619.575/0001-19;2026-01-01;1;7371824.6;726185.03;0;0;6645639.57;517196538.47;517196538.47;0;0;0;0;517196538.47;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11978343.77;2131575.4;0;9846768.37;0;353595.6;0;0;0;0;319709946.55;0;0;4219048.44;324282590.59
60.619.652/0001-30;2026-01-01;1;13391462.65;617774.09;0;0;12773688.56;702721790.83;702721790.83;0;702721790.83;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4671597.43;4661135.21;0;10462.22;0;12196.77;0;0;0;0;435279801.73;0;0;9502.13;435301500.63
