CNPJ_Fundo_Classe;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
35.705.463/0001-33;2026-01-01;1;50346126.28;7910.03;47329247.09;;3008969.16;655215527.43;0;;;;;;;;;;;;;;617859690.71;;;;7879579.86;;;;28264340.55;;;1211916.31;;;4985212.84;4924582.55;;60630.29;5015276.25;619092.07;;;;;;;;21091905.01;26726273.33
35.705.542/0001-44;2026-01-01;1;1140122.27;100;;;1140022.27;259689000;0;;;;;;;;;;;;;259689000;;;;;;;;;;;;;;;0;;;;;187501.3;9080764.5;;;;;;;40265.19;9308530.99
35.725.659/0001-90;2026-01-01;2;114944.38;3468.12;110723.18;0;753.08;43271296.6;43271296.6;816023.59;40662445;1792828.01;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;209829.17;206768.89;0;3060.28;140000;6557.42;0;0;0;0;0;0;0;31302.1;177859.52
35.754.164/0001-99;2026-01-01;1;7343953;6309.62;7337643.38;0;0;437736652.65;430859000;0;430859000;0;0;0;0;0;0;0;0;;0;0;6877652.65;0;0;0;0;0;0;;0;0;;0;0;0;4238329.39;3562856.67;0;675472.72;2845174.95;56113.94;0;0;0;0;0;0;0;1076572.19;3977861.08
35.755.044/0001-06;2026-01-01;1;39416139.97;38175582.44;1240557.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;39341911.31;0;0;39341911.31;0;0;0;0;0;0;0;0;0;297817.81;297817.81
35.755.232/0001-34;2026-01-01;1;26280075.68;685.04;0;0;26279390.64;32843126.69;0;0;0;0;0;0;0;0;0;0;0;;0;0;27365883;0;0;0;5477243.69;0;0;;0;0;;0;0;0;11869846.4;0;0;11869846.4;785205.24;1720.89;0;0;0;0;0;0;0;1115408.65;1902334.78
35.765.826/0001-26;2026-01-01;1;35130251.1;17761.38;;;35112489.72;334197938.08;334197938.08;;334197938.08;;;;;;;;;;;;;;;;;;;;;;;;;;7873779.47;1489217.73;;6384561.74;1640495.58;227791.64;;;;;;;;6461312.09;8329599.31
35.765.889/0001-82;2026-01-01;1;3115587.83;0;0;0;3115587.83;485300166.31;151120023.06;0;151120023.06;0;0;0;0;270781094.75;0;0;0;;0;0;62185882.5;0;0;0;0;0;0;;0;0;;0;0;1213166;631135.11;602054.14;0;29080.97;0;18262.31;0;0;0;0;0;0;0;64189803.82;64208066.13
35.765.907/0001-26;2026-01-01;1;8464139.95;4278490.81;;769203.98;3416445.16;3330186532.1;3330144106.86;;3330144106.86;;;;;;;;;;;;;;;;42425.24;;;;;;;;;;97492728.03;14151589.04;;83341138.99;225197.66;420078.46;;188264393.96;;;;;;40120882.01;229030552.09
35.819.314/0001-03;2026-01-01;1;38546849.88;546950.32;;;37999899.56;34216568;34216568;;;;34216568;;;;;;;;;;;;;;;;;;;;;;;;29196569.7;;18919690.47;10276879.23;;;;;;;;;;5481331.46;5481331.46
35.820.768/0001-96;2026-01-01;1;0;0;0;0;0;84526250.03;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;84526250.03;0;0;;0;0;;0;0;0;23713.28;0;0;23713.28;0;716198.99;0;0;0;0;0;0;0;371355.18;1087554.17
35.864.448/0001-38;2026-01-01;1;95519031.99;61214.65;95457817.34;;;1887471659.98;0;;;;;;;;;;;;;;1588868.84;;;;;;;;1842701475.27;;;43181315.87;;;4952120.63;;;4952120.63;18198374.01;1792861.15;;;;;;;;189736203.61;209727438.77
35.880.201/0001-05;2026-01-01;1;603479.03;762.63;;;602716.4;192115790.84;188859252.79;;;;188859252.79;;;;;;;;;;;3256538.05;;;;;;;;;;;;;16013660.87;;15813088.72;200572.15;;;;;;;;;;997187.79;997187.79
36.098.375/0001-83;2026-01-01;2;924610.49;924610.49;0;0;0;120050000;120050000;0;120050000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;873836.04;837592.13;0;36243.91;775015;50127.76;0;0;0;0;0;0;0;72924.4;898067.16
36.200.654/0001-06;2026-01-01;1;10252768.51;291555.25;;;9961213.26;304098760;123300000;123300000;;;;;;;;;;;;;;;;;180798760;;;;;;;;;;121356491.79;870000;;120486491.79;1586.72;518648.88;;1159369.13;;;;;;405013.2;2084617.93
36.200.701/0001-11;2026-01-01;1;1940965.65;89.08;;;1940876.57;9271691.65;0;;;;;;;;;;;;;;;;;;9271691.65;;;;;;;;;;2195109.91;;;2195109.91;;3137.85;;;;;;;;2017498.4;2020636.25
36.244.015/0001-42;2026-01-01;1;13127101.55;15000;0;0;13112101.55;269691309.19;0;0;0;0;0;0;0;0;0;0;0;;0;0;9985796.95;0;16895802.95;0;0;0;0;;242908197.94;0;;0;0;-98488.65;23358442.26;0;0;23358442.26;873.1;721289.86;0;0;0;0;0;0;0;89122.48;811285.44
36.258.924/0001-30;2026-01-01;1;2669962.86;115598.32;0;0;2554364.54;194711993.08;194711993.08;45211993.08;149500000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;96667300.53;2293008.95;0;94374291.58;0;19500;0;0;0;0;0;0;0;289589315.83;289608815.83
36.258.924/0001-30;2026-02-01;1;3628990.31;927.9;0;0;3628062.41;199710598.53;199710598.53;50210598.53;149500000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;96667300.53;2293008.95;0;94374291.58;0;19000;0;0;0;0;0;0;0;297272321.78;297291321.78
36.293.425/0001-83;2026-01-01;2;1021697.37;1021697.37;0;0;0;72854328.81;0;0;0;0;0;0;0;0;0;0;0;;0;0;72854328.81;0;0;0;0;0;0;;0;0;;0;0;0;22326.43;0;0;22326.43;549301.34;18237.5;0;0;0;0;0;0;0;53905.42;621444.26
36.312.025/0001-78;2026-01-01;1;278235.67;0;0;0;278235.67;136306663;136306663;0;136306663;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3709111.27;990009.09;0;2719102.18;0;12000;0;0;0;0;0;0;0;9376835.33;9388835.33
36.312.772/0001-06;2026-01-01;2;1031500.14;1031500.14;0;0;0;51932070.13;0;0;0;0;0;0;0;0;0;0;0;;0;0;51932070.13;0;0;0;0;0;0;;0;0;;0;0;0;19373.16;0;0;19373.16;516224.19;13024.08;0;0;0;0;0;0;0;50801.63;580049.9
36.368.925/0001-37;2026-01-01;1;5441216.4;3275154.24;;;2166062.16;688245983.41;311614478.78;;311614478.78;;;;;;;;;;;;14305389.7;;;;362326114.93;;;;;;;;;;65542666.59;4813536.79;29337033.71;31392096.09;12198066;68046.54;;314809592;;;;;;19521571.45;346597275.99
36.420.742/0001-13;2026-01-01;1;73337436.08;392.18;0;0;73337043.9;1057833865.13;1057833865.13;0;1057833865.13;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;66276720.89;8317807.74;0;57958913.15;0;908296.5;0;0;0;0;0;0;0;975755.73;1884052.23
36.445.551/0001-06;2026-01-01;1;839045.01;140611.97;;;698433.04;21603295.33;8841340;;990000;;7851340;;;;;;;;;;;;;;12761955.33;;;;;;;;;;69591.01;;20000;49591.01;5958.88;20473.1;;;;;;;;57987.4;84419.38
36.445.587/0001-90;2026-01-01;1;27246105.21;2010;0;0;27244095.21;197903553.14;48000000;0;48000000;0;0;0;0;0;0;0;0;;0;0;149903553.14;0;0;0;0;0;0;;0;0;;0;0;0;2249019.87;741604;0;1507415.87;5569783.67;100525.56;0;2264000;0;0;0;0;0;9856227.18;17790536.41
36.501.128/0001-86;2026-01-01;1;71725612.08;16662.08;0;70465481.31;1243468.69;2483965162;2318618566.76;0;2318618566.76;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;165346595.24;0;0;;0;0;;0;0;0;469193.33;468952.38;0;240.95;18851720;1913225.15;0;451854551.04;254417617.9;24032667.78;0;0;0;39274292.81;790344074.68
36.501.159/0001-37;2026-01-01;2;88152.03;0;0;0;88152.03;192862367.43;110541367.43;0;110541367.43;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;82321000;0;0;;0;0;;0;0;0;47005004.14;1279158.94;33974908.29;11750936.91;0;23576.12;1102333.81;0;0;0;38854314.38;0;0;11980351.82;51960576.13
36.501.181/0001-87;2026-01-01;1;3668838.67;-0.01;0;0;3668838.68;142310103.9;142310103.9;0;142310103.9;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;937546.4;836000;0;101546.4;1665854.41;42082.45;0;0;4048082.83;0;0;0;0;451346.86;6207366.55
36.501.198/0001-34;2026-01-01;1;1550675.35;5923.53;0;0;1544751.82;79796916.8;79750000;0;79750000;0;0;0;0;0;0;0;0;;0;0;46916.8;0;0;0;0;0;0;;0;0;;0;0;0;639684.75;451736.67;0;187948.08;307500;56924.18;0;0;0;0;0;0;0;33.47;364457.65
36.501.210/0001-00;2026-01-01;1;5120343.67;1221.9;5119121.77;0;0;140600000;140600000;0;140600000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;11624.39;0;0;0;0;0;0;0;1123724.7;1135349.09
36.501.233/0001-15;2026-01-01;1;30681296.26;10258.99;0;0;30671037.27;319428705.77;0;0;0;0;0;0;0;0;0;0;0;;0;0;11875853.61;0;0;0;0;11549599;0;;296003253.16;0;;0;0;0;6385000;0;0;6385000;3874241.17;256377.68;911773.13;0;0;0;0;0;0;6385000;11427391.98
36.501.249/0001-28;2026-01-01;1;661724.01;62.48;35245.15;0;626416.38;705022761.02;685428195.16;0;685428195.16;0;0;0;0;0;15024739.4;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;4569826.46;190769.82;0;0;190769.82;0;67755;0;0;0;0;97193862.09;0;0;1821918.66;99083535.75
36.517.660/0001-91;2026-01-01;1;2893612.27;5367.9;0;0;2888244.37;70330000;70330000;0;70330000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;88361.3;69829.58;0;18531.72;84089.72;60943.35;0;0;0;0;0;0;0;91274.16;236307.23
36.532.530/0001-28;2026-01-01;1;25602.55;0;8318.36;0;17284.19;81650766.7;0;0;0;0;0;0;0;0;0;0;0;;0;0;81650766.7;0;0;0;0;0;0;;0;0;;0;0;0;18.16;0;0;18.16;0;6721.77;0;0;0;0;0;0;0;641302.9;648024.67
36.642.219/0001-31;2026-01-01;1;20177391.26;0;20177391.26;0;0;832126256.22;0;0;0;0;0;0;0;0;0;0;0;;0;0;181180340.33;0;0;0;0;0;0;;650885166.22;0;;0;0;60749.67;651107.85;0;0;651107.85;0;773971.04;0;0;0;0;0;0;0;75342837.25;76116808.29
36.642.244/0001-15;2026-01-01;1;137354325.29;0;0;0;137354325.29;607452532.29;462800000;0;462800000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;119120375.48;0;0;;0;0;;0;0;25532156.81;3908607.14;3835098.61;0;73508.53;0;473124.97;0;0;0;0;0;44620507.44;0;9856806.74;54950439.15
36.642.275/0001-76;2026-01-01;1;663729.16;5210.31;0.01;0;658518.84;222569158.88;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;222569158.88;0;0;;0;0;;0;0;0;307514.1;0;0;307514.1;0;315269.26;0;0;0;0;0;0;0;1313835.01;1629104.27
36.642.293/0001-58;2026-01-01;2;34841640.26;0;0;0;34841640.26;420947945.09;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;420947945.09;0;;0;0;0;32106.84;0;0;32106.84;0;381601.22;0;0;0;0;0;0;0;64699.3;446300.52
36.642.311/0001-00;2026-01-01;1;9037511.89;0;9082495.26;0;-44983.37;227271471.27;0;0;0;0;0;0;0;0;0;0;0;;0;0;227271471.27;0;0;0;0;0;0;;0;0;;0;0;0;136815.98;0;0;136815.98;0;13184.59;0;0;0;0;0;0;0;119703.26;132887.85
36.655.973/0001-06;2026-01-01;1;73164061.91;0;0;0;73164061.91;924566681.94;25500000;25500000;0;0;0;0;0;0;0;0;0;;0;0;395301328.84;0;0;0;0;0;0;;503765353.1;0;;0;0;0;165795664.34;3373683.14;0;162421981.2;0;1162240.76;0;0;0;0;0;0;0;630989.91;1793230.67
36.669.535/0001-05;2026-01-01;1;477885.73;6181.59;471704.14;0;0;6962000;6962000;0;6962000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;131980.08;131980.08;0;0;25733.3;37600.51;0;0;0;0;0;0;0;14609.22;77943.03
36.669.660/0001-07;2026-01-01;1;11166046.58;100;;;11165946.58;364631466.42;0;;;;;;;;;;;;;;364631466.42;;;;;;;;;;;;;;101083.53;;;101083.53;3093723.5;141814.94;;;;;;;;67434.14;3302972.58
36.673.421/0001-20;2026-01-01;1;14850.79;464.29;0;0;14386.5;19479248.56;19479248.56;0;19479248.56;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2186336.97;384536.97;0;1801800;0;15000;0;0;0;0;13068005.05;0;0;115387.21;13198392.26
36.731.458/0001-68;2026-01-01;1;2864010.94;100;0;0;2863910.94;76412818.07;28479209.89;0;28479209.89;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;4695473.35;0;;0;0;43238134.83;31826.09;0;0;31826.09;0;21949.63;0;0;0;0;0;0;0;13092273.98;13114223.61
36.741.215/0001-00;2026-01-01;1;3464.3;3464.3;0;0;0;86708445.11;0;0;0;0;0;0;0;86636533;0;0;0;;0;0;71912.11;0;0;0;0;0;0;;0;0;;0;0;0;6844.71;0;0;6844.71;0;497872.56;0;0;0;0;0;0;0;302822.08;800694.64
36.771.692/0001-19;2026-01-01;1;17057891.25;1000;0;0;17056891.25;1497581078.22;0;0;0;0;0;0;0;2013970.16;0;0;0;;0;0;868561533.31;14919498.89;0;0;261799105.11;0;0;;350286970.75;0;;0;0;0;22830951.09;0;0;22830951.09;11530637.23;1833090.04;0;0;0;0;51559413.75;0;0;44741637.77;109664778.79
36.814.809/0001-02;2026-01-01;1;6380.45;6380.45;0;0;0;26815560.58;0;0;0;0;0;0;0;0;0;0;0;;0;17966465.92;0;0;8820640.69;0;0;0;0;;28453.97;0;;0;0;0;3072.41;0;0;3072.41;0;59167.34;0;0;0;0;0;0;0;557205.74;616373.08
36.846.817/0001-22;2026-01-01;1;1126591.26;216.19;0;0;1126375.07;7200999;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;7200999;0;0;;0;0;;0;0;0;72353.46;0;0;72353.46;0;3835.56;0;0;0;0;0;0;0;2228771.46;2232607.02
36.885.948/0001-19;2026-01-01;1;30964.41;0.69;0;0;30963.72;141423481.96;141423481.96;0;141423481.96;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;10087413.58;0;0;10087413.58;0;25000;0;0;0;0;0;0;0;5401171.88;5426171.88
36.885.989/0001-05;2026-01-01;1;288336.51;0;0;0;288336.51;147172221.59;136662221.59;0;136662221.59;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;10510000;0;0;0;0;0;12000;0;0;0;0;0;0;0;11227371;11239371
36.930.464/0001-44;2026-01-01;2;562323.17;562323.17;0;0;0;782754315;782754315;0;782754315;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5120902.82;4975439.04;0;145463.78;0;240246.86;0;0;0;0;0;0;0;127209.34;367456.2
36.969.658/0001-53;2026-01-01;1;525.45;525.45;0;0;0;114000000;114000000;0;114000000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;707694.97;0;0;0;0;0;0;0;137171.24;844866.21
37.087.810/0001-37;2026-01-01;1;75728536.68;6296.75;16404355.11;0;59317884.82;1229052233.05;0;0;0;0;0;0;0;0;0;0;0;;0;0;55846783.41;0;0;0;0;0;0;;1176659979.05;0;;0;0;-3454529.41;73727000.17;0;0;73727000.17;497.28;60927.02;0;0;0;0;0;0;0;932987.09;994411.39
37.112.770/0001-36;2026-01-01;1;713859.99;524.9;;;713335.09;114500072.05;0;;;;;;;;;;;;;;114500072.05;;;;;;;;;;;;;;0;;;;1067649.6;116150.8;;;;;;;;16680.5;1200480.9
37.180.091/0001-02;2026-01-01;1;12826456.91;283631.66;12542825.25;0;0;302403032.99;0;0;0;0;0;0;0;0;0;194029.63;0;;0;0;302209003.36;0;0;0;0;0;0;;0;0;;0;0;0;52439.92;0;0;52439.92;3483393;129307.78;0;0;0;0;0;0;0;55386.89;3668087.67
37.262.531/0001-62;2026-01-01;1;13874653.39;2005.05;13872648.34;0;0;75160869.4;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;75160869.4;0;0;;0;0;;0;0;0;761648.44;0;0;761648.44;0;0;0;0;0;0;0;0;0;2877419.76;2877419.76
37.262.752/0001-30;2026-01-01;1;78229.01;288.23;77940.78;0;0;189837000;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;189837000;0;0;;0;0;;0;0;0;68334525.52;0;0;68334525.52;0;0;0;0;0;0;0;0;0;26368476.74;26368476.74
37.266.902/0001-84;2026-01-01;1;226914.22;8301.41;218612.81;0;0;10263297.22;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;10263297.22;0;0;;0;0;;0;0;0;16912648.96;0;0;16912648.96;0;20487.47;0;0;0;0;0;0;0;55954.48;76441.95
37.295.919/0001-60;2026-01-01;1;133358954.97;999.95;0;0;133357955.02;2380016923.94;429100000;0;429100000;0;0;0;0;0;0;0;0;;0;0;1709272416.58;0;0;0;0;0;0;;241644507.36;0;;0;0;0;320893206.45;0;0;320893206.45;24073354.75;2187272.41;0;0;0;0;35242554.99;0;0;19176777.87;80679960.02
37.295.952/0001-90;2026-01-01;1;21.69;0.96;0;0;20.73;26075935.49;0;0;0;0;0;0;0;26075935.49;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;9000;0;0;0;0;0;0;0;6045370.62;6054370.62
37.433.832/0001-01;2026-01-01;1;93367.74;7553.86;0;0;85813.88;17795079.16;17795079.16;0;17795079.16;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;20744.98;0;0;0;0;0;0;0;0;20744.98
37.899.356/0001-19;2026-01-01;1;840783.03;0;0;0;840783.03;2551.21;0;0;0;0;0;0;0;0;0;0;0;;0;0;2551.21;0;0;0;0;0;0;;0;0;;0;0;0;112821132.91;849749.79;0;111971383.12;0;76622.2;0;0;0;0;0;0;0;207013.51;283635.71
37.899.400/0001-90;2026-01-01;1;9276022.26;100;;;9275922.26;142848228.15;0;;;;;;;;;;;;;;;;;;142848228.15;;;;;;;;;;0;;;;;108776.2;;;;;;;;6994227.13;7103003.33
37.899.479/0001-50;2026-01-01;1;14332503.52;100;;;14332403.52;163479863.77;0;;;;;;;;;;;;;;9253087.66;;;;;;;;154226776.11;;;;;;22215.93;;;22215.93;1988180.25;138775.75;56079.58;;;;;;;23559.66;2206595.24
37.931.298/0001-63;2026-01-01;1;189278.23;12554.79;0;0;176723.44;88057233.6;88057233.6;0;0;0;88057233.6;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5319.81;0;0;5319.81;0;25000;0;6504049.65;0;0;0;0;0;0;6529049.65
37.950.819/0001-20;2026-01-01;1;696444.03;69.5;0;0;696374.53;566345000;566345000;0;566345000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5509272.17;4187373.15;0;1321899.02;0.33;323951.7;0;0;0;0;0;0;0;2062975.84;2386927.87
38.293.862/0001-22;2026-01-01;1;1001544.14;0;0;0;1001544.14;206625647.26;206625647.26;0;206625647.26;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4497148.55;1602140.27;0;2895008.28;0;21390.82;0;0;0;0;83944396.77;0;0;41282.5;84007070.09
38.293.897/0001-61;2026-01-01;1;1699104.9;0;0;0;1699104.9;119391572.68;0;0;0;0;0;0;0;0;0;0;0;;0;0;18002766.9;0;0;0;0;0;0;;101388805.78;0;;0;0;0;15187694.3;0;0;15187694.3;0;116733.41;0;0;0;0;0;0;0;4411683.39;4528416.8
38.293.921/0001-62;2026-01-01;1;8854297.71;1000;8326334.35;526963.36;0;207621158.74;142907000;0;142907000;0;0;0;0;0;0;0;0;;0;0;64714158.74;0;0;0;0;0;0;;0;0;;0;0;0;5895428.4;1151261.97;3473867.35;1270299.08;0;170143.51;0;0;0;0;0;0;0;52220414.26;52390557.77
38.294.086/0001-85;2026-01-01;1;2645687.03;0;2569192.35;0;76494.68;632863228.34;534639999.96;0;534639999.96;0;0;0;0;0;0;0;0;;0;0;98223228.38;0;0;0;0;0;0;;0;0;;0;0;0;5275662.13;3244220.78;0;2031441.35;0;49865.63;0;0;0;0;150785667;0;0;2534631.1;153370163.73
38.294.329/0001-85;2026-01-01;1;5816623.66;0;5816623.66;0;0;57650981.82;0;0;0;0;0;0;0;1600594.28;0;0;0;;0;0;8817476.52;0;0;0;0;0;0;;47232911.02;0;;0;0;0;16071.33;0;0;16071.33;0;60682.71;0;0;0;0;0;0;0;27778.2;88460.91
38.376.805/0001-07;2026-01-01;1;13655112.63;1000;0;0;13654112.63;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;30495.9;0;0;0;0;0;0;0;14979.22;45475.12
38.456.508/0001-71;2026-01-01;1;2477039.28;1753.7;2475285.58;0;0;45654124.26;14384682.58;0;0;0;14384682.58;0;0;0;0;0;0;;0;0;11912376.04;5898176.49;0;0;0;0;0;;13458889.15;0;;0;0;0;2952987.01;0;2085386.27;867600.74;53.61;17708.99;0;0;0;0;0;0;0;364256.3;382018.9
38.456.598/0001-09;2026-01-01;1;1775360.12;3830.97;1771529.15;0;0;23820486.75;23820486.75;917899.8;0;0;22902586.95;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1523997.93;0;1523997.93;0;0;20614.27;0;0;3432246.62;0;0;0;0;486173.03;3939033.92
38.498.758/0001-74;2026-01-01;1;10877.67;10877.67;0;0;0;228000590.44;0;0;0;0;0;0;0;0;0;0;0;;0;133562610.53;0;0;0;0;68470492.31;0;0;;25967487.6;0;;0;0;0;3064414.18;0;0;3064414.18;0;1227291.93;0;0;0;0;0;0;0;12315255.54;13542547.47
38.658.984/0001-75;2026-01-01;1;6157749.39;189;0;0;6157560.39;367700000;367700000;0;367700000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3848667.71;3285507.71;0;563160;2944323.33;39158.64;0;0;0;0;0;0;0;57848.92;3041330.89
39.317.176/0001-07;2026-01-01;1;4182574.37;2370432.97;;;1812141.4;121100000;121100000;;;;121100000;;;;;;;;;;;;;;;;;;;;;;;;1244564.25;;;1244564.25;;8086.45;;;;;37615544.32;;;302429.68;37926060.45
39.332.032/0001-20;2026-01-01;1;2801948.99;100;;;2801848.99;145876293.25;0;;;;;;;;;;;;;;58255939.7;;;;;;;;87620353.55;;;;;;0;;;;374893.34;104622.63;;;;;;;;21409.66;500925.63
39.347.413/0001-82;2026-01-01;1;1069575.85;20783.69;0;0;1048792.16;139076984.92;139076984.92;14530911.18;124546073.74;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4954610.56;1027083.95;0;3927526.61;889746;87178.92;0;0;0;0;0;0;0;402338.04;1379262.96
39.583.723/0001-04;2026-01-01;1;1423548.8;1887.84;0;0;1421660.96;122291034;122291034;0;122291034;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;31904.8;41904.8
39.583.723/0001-04;2026-02-01;1;2226702.13;1348.43;0;0;2225353.7;122291034;122291034;0;122291034;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;33619.12;43619.12
39.591.218/0001-01;2026-01-01;1;6743331.79;88252.7;0;0;6655079.09;28792487.23;28792487.23;0;0;0;0;28792487.23;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;12017036.33;0;0;12017036.33;0;33739.4;3304935.94;0;0;0;0;0;0;1677630.85;5016306.19
39.714.024/0001-48;2026-01-01;1;5251237.51;561.75;0;0;5250675.76;337747265.77;314305000;0;314305000;0;0;0;0;0;0;0;0;;0;0;0;0;23442265.77;0;0;0;0;;0;0;;0;0;0;22175653.89;2751111.83;15000000;4424542.06;6190843.09;97773.49;0;0;0;22006088.24;0;0;0;138834.67;28433539.49
39.753.295/0001-02;2026-01-01;1;32226029.98;5865.05;28940388.77;3279776.16;0;371405492.25;0;0;0;0;0;0;0;0;0;0;0;;0;0;2222475.3;51172947.89;0;0;187020999.62;0;0;;130989069.44;0;;0;0;0;0;0;0;0;4739921.56;56155.38;1707583.68;0;0;0;0;0;0;417275.86;6920936.48
39.863.059/0001-49;2026-01-01;1;3796062.26;1000;3795062.26;0;0;94022700.77;0;0;0;0;0;0;0;0;0;0;0;;0;0;85195647.86;0;0;0;0;0;0;;8827052.91;0;;0;0;0;324378.38;0;0;324378.38;770665;64930.46;0;0;0;0;0;0;0;82526.22;918121.68
40.010.015/0001-55;2026-01-01;1;113465.55;0;0;0;113465.55;28770000;28770000;12180000;16590000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;18067.55;0;0;0;0;0;0;0;30170.2;48237.75
40.011.225/0001-68;2026-01-01;1;8347825.24;0;5745989.92;0;2601835.32;329414319.04;0;0;0;0;0;0;0;3508571.54;0;0;0;;0;0;317244731.09;0;0;0;0;0;0;;8661016.41;0;;0;0;0;12854448.73;0;0;12854448.73;0;205837.37;0;0;0;0;0;0;0;69187.03;275024.4
40.011.234/0001-59;2026-01-01;1;401128.77;0;0;0;401128.77;174313440;174313440;0;174313440;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3838641.61;1364215.44;0;2474426.17;0;153447.33;0;0;0;0;129980106.23;0;0;65000;130198553.56
